,STNAME,CTYNAME,COUNTY,POPESTIMATE2015
721,Indiana,Owen,19.0,115371.0
722,Indiana,Parke,21.0,26503.0
723,Indiana,Perry,23.0,32609.0
724,Indiana,Pike,25.0,10483.0
725,Indiana,Porter,27.0,32906.0
726,Indiana,Posey,29.0,49455.0
727,Indiana,Pulaski,31.0,26521.0
728,Indiana,Putnam,33.0,42589.0
729,Indiana,Randolph,35.0,116852.0
730,Indiana,Ripley,37.0,42461.0
731,Indiana,Rush,39.0,203474.0
732,Indiana,St. Joseph,41.0,23434.0
733,Indiana,Scott,43.0,76778.0
734,Indiana,Shelby,45.0,16591.0
735,Indiana,Spencer,47.0,22872.0
736,Indiana,Starke,49.0,20315.0
737,Indiana,Steuben,51.0,33775.0
738,Indiana,Sullivan,53.0,67979.0
739,Indiana,Switzerland,55.0,32441.0
740,Indiana,Tippecanoe,57.0,309697.0
741,Indiana,Tipton,59.0,72520.0
742,Indiana,Union,61.0,39578.0
743,Indiana,Vanderburgh,63.0,158192.0
744,Indiana,Vermillion,65.0,48985.0
745,Indiana,Vigo,67.0,82556.0
746,Indiana,Wabash,69.0,36630.0
747,Indiana,Warren,71.0,44069.0
748,Indiana,Warrick,73.0,33470.0
749,Indiana,Washington,75.0,21121.0
750,Indiana,Wayne,77.0,32416.0
751,Indiana,Wells,79.0,27897.0
752,Indiana,White,81.0,149633.0
753,Indiana,Whitley,83.0,37927.0
754,Indiana,Adair,85.0,78620.0
755,Indiana,Adams,87.0,38809.0
756,Indiana,Allamakee,89.0,487865.0
757,Indiana,Appanoose,91.0,110884.0
758,Indiana,Audubon,93.0,45495.0
759,Indiana,Benton,95.0,129723.0
760,Indiana,Black Hawk,97.0,939020.0
761,Indiana,Boone,99.0,46857.0
762,Indiana,Bremer,101.0,10226.0
763,Indiana,Buchanan,103.0,35862.0
764,Indiana,Buena Vista,105.0,144705.0
765,Indiana,Butler,107.0,38227.0
766,Indiana,Calhoun,109.0,69648.0
767,Indiana,Carroll,111.0,14008.0
768,Indiana,Cass,113.0,47733.0
769,Indiana,Cedar,115.0,5938.0
770,Indiana,Cerro Gordo,117.0,19605.0
771,Indiana,Cherokee,119.0,20872.0
772,Indiana,Chickasaw,121.0,16901.0
773,Indiana,Clarke,123.0,19347.0
774,Indiana,Clay,125.0,12594.0
775,Indiana,Clayton,127.0,167688.0
776,Indiana,Clinton,129.0,25512.0
777,Indiana,Crawford,131.0,12889.0
778,Indiana,Dallas,133.0,37585.0
779,Indiana,Davis,135.0,25172.0
780,Indiana,Decatur,137.0,28701.0
781,Indiana,Delaware,139.0,16672.0
782,Indiana,Des Moines,141.0,268441.0
783,Indiana,Dickinson,143.0,23744.0
784,Indiana,Dubuque,145.0,44478.0
785,Indiana,Emmet,147.0,20715.0
786,Indiana,Fayette,149.0,22958.0
787,Indiana,Floyd,151.0,34372.0
788,Indiana,Franklin,153.0,20928.0
789,Indiana,Fremont,155.0,10524.0
790,Indiana,Greene,157.0,185826.0
791,Indiana,Grundy,159.0,15267.0
792,Indiana,Guthrie,161.0,7182.0
793,Indiana,Hamilton,163.0,181877.0
794,Indiana,Hancock,165.0,15692.0
795,Indiana,Hardin,167.0,107896.0
796,Indiana,Harrison,169.0,32138.0
797,Indiana,Henry,171.0,8269.0
798,Indiana,Howard,173.0,61897.0
799,Indiana,Humboldt,175.0,27827.0
800,Indiana,Ida,177.0,67001.0
801,Indiana,Iowa,179.0,27964.0
802,Indiana,Jackson,181.0,24293.0
803,Indiana,Jasper,183.0,33406.0
805,Iowa,Johnson,1.0,7228.0
806,Iowa,Jones,3.0,3796.0
807,Iowa,Keokuk,5.0,13886.0
808,Iowa,Kossuth,7.0,12529.0
809,Iowa,Lee,9.0,5773.0
810,Iowa,Linn,11.0,25658.0
811,Iowa,Louisa,13.0,133455.0
812,Iowa,Lucas,15.0,26643.0
813,Iowa,Lyon,17.0,24722.0
814,Iowa,Madison,19.0,21062.0
815,Iowa,Mahaska,21.0,20493.0
816,Iowa,Marion,23.0,14915.0
817,Iowa,Marshall,25.0,9818.0
818,Iowa,Mills,27.0,20498.0
819,Iowa,Mitchell,29.0,13427.0
820,Iowa,Monona,31.0,18340.0
821,Iowa,Monroe,33.0,43017.0
822,Iowa,Montgomery,35.0,11574.0
823,Iowa,Muscatine,37.0,12097.0
824,Iowa,O'Brien,39.0,9259.0
825,Iowa,Osceola,41.0,16507.0
826,Iowa,Page,43.0,17644.0
827,Iowa,Palo Alto,45.0,47768.0
828,Iowa,Plymouth,47.0,17094.0
829,Iowa,Pocahontas,49.0,80133.0
830,Iowa,Polk,51.0,8769.0
831,Iowa,Pottawattamie,53.0,8220.0
832,Iowa,Poweshiek,55.0,17403.0
833,Iowa,Ringgold,57.0,40055.0
834,Iowa,Sac,59.0,17111.0
835,Iowa,Scott,61.0,97125.0
836,Iowa,Shelby,63.0,9769.0
837,Iowa,Sioux,65.0,20257.0
838,Iowa,Story,67.0,15960.0
839,Iowa,Tama,69.0,10295.0
840,Iowa,Taylor,71.0,6906.0
841,Iowa,Union,73.0,9027.0
842,Iowa,Van Buren,75.0,12435.0
843,Iowa,Wapello,77.0,10676.0
844,Iowa,Warren,79.0,15190.0
845,Iowa,Washington,81.0,10974.0
846,Iowa,Wayne,83.0,17367.0
847,Iowa,Webster,85.0,14265.0
848,Iowa,Winnebago,87.0,19950.0
849,Iowa,Winneshiek,89.0,9410.0
850,Iowa,Woodbury,91.0,9555.0
851,Iowa,Worth,93.0,7028.0
852,Iowa,Wright,95.0,16401.0
853,Iowa,Allen,97.0,19444.0
854,Iowa,Anderson,99.0,36827.0
855,Iowa,Atchison,101.0,17555.0
856,Iowa,Barber,103.0,144251.0
857,Iowa,Barton,105.0,20466.0
858,Iowa,Bourbon,107.0,10163.0
859,Iowa,Brown,109.0,15165.0
860,Iowa,Butler,111.0,35089.0
861,Iowa,Chase,113.0,219916.0
862,Iowa,Chautauqua,115.0,11185.0
863,Iowa,Cherokee,117.0,8682.0
864,Iowa,Cheyenne,119.0,11745.0
865,Iowa,Clark,121.0,15753.0
866,Iowa,Clay,123.0,22324.0
867,Iowa,Cloud,125.0,33294.0
868,Iowa,Coffey,127.0,40746.0
869,Iowa,Comanche,129.0,14844.0
870,Iowa,Cowley,131.0,10832.0
871,Iowa,Crawford,133.0,8979.0
872,Iowa,Decatur,135.0,7973.0
873,Iowa,Dickinson,137.0,10234.0
874,Iowa,Doniphan,139.0,43011.0
875,Iowa,Douglas,141.0,13984.0
876,Iowa,Edwards,143.0,6154.0
877,Iowa,Elk,145.0,15527.0
878,Iowa,Ellis,147.0,9133.0
879,Iowa,Ellsworth,149.0,24800.0
880,Iowa,Finney,151.0,7008.0
881,Iowa,Ford,153.0,467711.0
882,Iowa,Franklin,155.0,93671.0
883,Iowa,Geary,157.0,18550.0
884,Iowa,Gove,159.0,5068.0
885,Iowa,Graham,161.0,10021.0
886,Iowa,Grant,163.0,172126.0
887,Iowa,Gray,165.0,11927.0
888,Iowa,Greeley,167.0,34937.0
889,Iowa,Greenwood,169.0,96021.0
890,Iowa,Hamilton,171.0,17337.0
891,Iowa,Harper,173.0,6205.0
892,Iowa,Harvey,175.0,12469.0
893,Iowa,Haskell,177.0,7344.0
894,Iowa,Hodgeman,179.0,35173.0
895,Iowa,Jackson,181.0,48626.0
896,Iowa,Jefferson,183.0,22247.0
897,Iowa,Jewell,185.0,6385.0
898,Iowa,Johnson,187.0,37071.0
899,Iowa,Kearny,189.0,10609.0
900,Iowa,Kingman,191.0,20709.0
901,Iowa,Kiowa,193.0,102782.0
902,Iowa,Labette,195.0,7569.0
903,Iowa,Lane,197.0,12773.0
905,Kansas,Lincoln,1.0,12717.0
906,Kansas,Linn,3.0,7808.0
907,Kansas,Logan,5.0,16398.0
908,Kansas,Lyon,7.0,4823.0
909,Kansas,McPherson,9.0,27103.0
910,Kansas,Marion,11.0,14712.0
911,Kansas,Marshall,13.0,9776.0
912,Kansas,Meade,15.0,66741.0
913,Kansas,Miami,17.0,2679.0
914,Kansas,Mitchell,19.0,3402.0
915,Kansas,Montgomery,21.0,20533.0
916,Kansas,Morris,23.0,2679.0
917,Kansas,Morton,25.0,2096.0
918,Kansas,Nemaha,27.0,8347.0
919,Kansas,Neosho,29.0,9219.0
920,Kansas,Ness,31.0,8384.0
921,Kansas,Norton,33.0,1843.0
922,Kansas,Osage,35.0,35788.0
923,Kansas,Osborne,37.0,39217.0
924,Kansas,Ottawa,39.0,2932.0
925,Kansas,Pawnee,41.0,19303.0
926,Kansas,Phillips,43.0,7797.0
927,Kansas,Pottawatomie,45.0,118053.0
928,Kansas,Pratt,47.0,2968.0
929,Kansas,Rawlins,49.0,2605.0
930,Kansas,Reno,51.0,29029.0
931,Kansas,Republic,53.0,6343.0
932,Kansas,Rice,55.0,37118.0
933,Kansas,Riley,57.0,34536.0
934,Kansas,Rooks,59.0,25609.0
935,Kansas,Rush,61.0,37030.0
936,Kansas,Russell,63.0,2640.0
937,Kansas,Saline,65.0,2591.0
938,Kansas,Scott,67.0,7733.0
939,Kansas,Sedgwick,69.0,6133.0
940,Kansas,Seward,71.0,1330.0
941,Kansas,Shawnee,73.0,6244.0
942,Kansas,Sheridan,75.0,2474.0
943,Kansas,Sherman,77.0,5817.0
944,Kansas,Smith,79.0,35073.0
945,Kansas,Stafford,81.0,4064.0
946,Kansas,Stanton,83.0,1893.0
947,Kansas,Stevens,85.0,13338.0
948,Kansas,Sumner,87.0,18930.0
949,Kansas,Thomas,89.0,2970.0
950,Kansas,Trego,91.0,580159.0
951,Kansas,Wabaunsee,93.0,3956.0
952,Kansas,Wallace,95.0,7687.0
953,Kansas,Washington,97.0,2564.0
954,Kansas,Wichita,99.0,20803.0
955,Kansas,Wilson,101.0,1670.0
956,Kansas,Woodson,103.0,79315.0
957,Kansas,Wyandotte,105.0,3105.0
958,Kansas,Adair,107.0,9536.0
959,Kansas,Allen,109.0,2825.0
960,Kansas,Anderson,111.0,33339.0
961,Kansas,Ballard,113.0,28941.0
962,Kansas,Barren,115.0,12103.0
963,Kansas,Bath,117.0,9936.0
964,Kansas,Bell,119.0,4330.0
965,Kansas,Boone,121.0,32553.0
966,Kansas,Bourbon,123.0,6282.0
967,Kansas,Boyd,125.0,33314.0
968,Kansas,Boyle,127.0,5645.0
969,Kansas,Bracken,129.0,3007.0
970,Kansas,Breathitt,131.0,10227.0
971,Kansas,Breckinridge,133.0,16346.0
972,Kansas,Bullitt,135.0,3005.0
973,Kansas,Butler,137.0,5550.0
974,Kansas,Caldwell,139.0,15847.0
975,Kansas,Calloway,141.0,3683.0
976,Kansas,Campbell,143.0,5975.0
977,Kansas,Carlisle,145.0,6838.0
978,Kansas,Carroll,147.0,5428.0
979,Kansas,Carter,149.0,23298.0
980,Kansas,Casey,151.0,9691.0
981,Kansas,Christian,153.0,2506.0
982,Kansas,Clark,155.0,63718.0
983,Kansas,Clay,157.0,4725.0
984,Kansas,Clinton,159.0,9977.0
985,Kansas,Crittenden,161.0,75247.0
986,Kansas,Cumberland,163.0,5174.0
987,Kansas,Daviess,165.0,3130.0
988,Kansas,Edmonson,167.0,7039.0
989,Kansas,Elliott,169.0,55691.0
990,Kansas,Estill,171.0,4964.0
991,Kansas,Fayette,173.0,511574.0
992,Kansas,Fleming,175.0,23152.0
993,Kansas,Floyd,177.0,178725.0
994,Kansas,Franklin,179.0,2512.0
995,Kansas,Fulton,181.0,5983.0
996,Kansas,Gallatin,183.0,3704.0
997,Kansas,Garrard,185.0,4236.0
998,Kansas,Grant,187.0,2072.0
999,Kansas,Graves,189.0,5806.0
1000,Kansas,Grayson,191.0,23535.0
1001,Kansas,Green,193.0,7904.0
1002,Kansas,Greenup,195.0,2927.0
1003,Kansas,Hancock,197.0,6951.0
1004,Kansas,Hardin,199.0,1518.0
1005,Kansas,Harlan,201.0,5598.0
1006,Kansas,Harrison,203.0,2157.0
1007,Kansas,Hart,205.0,8856.0
1008,Kansas,Henderson,207.0,3115.0
1009,Kansas,Henry,209.0,163369.0
1011,Kentucky,Hopkins,1.0,19027.0
1012,Kentucky,Jackson,3.0,20640.0
1013,Kentucky,Jefferson,5.0,21979.0
1014,Kentucky,Jessamine,7.0,8212.0
1015,Kentucky,Johnson,9.0,43570.0
1016,Kentucky,Kenton,11.0,12228.0
1017,Kentucky,Knott,13.0,27337.0
1018,Kentucky,Knox,15.0,127712.0
1019,Kentucky,Larue,17.0,20116.0
1020,Kentucky,Laurel,19.0,48325.0
1021,Kentucky,Lawrence,21.0,29809.0
1022,Kentucky,Lee,23.0,8321.0
1023,Kentucky,Leslie,25.0,13484.0
1024,Kentucky,Letcher,27.0,20018.0
1025,Kentucky,Lewis,29.0,78702.0
1026,Kentucky,Lincoln,31.0,12938.0
1027,Kentucky,Livingston,33.0,12681.0
1028,Kentucky,Logan,35.0,38343.0
1029,Kentucky,Lyon,37.0,92066.0
1030,Kentucky,McCracken,39.0,4874.0
1031,Kentucky,McCreary,41.0,10699.0
1032,Kentucky,McLean,43.0,27158.0
1033,Kentucky,Madison,45.0,15808.0
1034,Kentucky,Magoffin,47.0,73309.0
1035,Kentucky,Marion,49.0,35757.0
1036,Kentucky,Marshall,51.0,21013.0
1037,Kentucky,Martin,53.0,10174.0
1038,Kentucky,Mason,55.0,9183.0
1039,Kentucky,Meade,57.0,6759.0
1040,Kentucky,Menifee,59.0,99259.0
1041,Kentucky,Mercer,61.0,12007.0
1042,Kentucky,Metcalfe,63.0,7648.0
1043,Kentucky,Monroe,65.0,14375.0
1044,Kentucky,Montgomery,67.0,314488.0
1045,Kentucky,Morgan,69.0,14637.0
1046,Kentucky,Muhlenberg,71.0,37756.0
1047,Kentucky,Nelson,73.0,50375.0
1048,Kentucky,Nicholas,75.0,6238.0
1049,Kentucky,Ohio,77.0,8636.0
1050,Kentucky,Oldham,79.0,17237.0
1051,Kentucky,Owen,81.0,24757.0
1052,Kentucky,Owsley,83.0,37421.0
1053,Kentucky,Pendleton,85.0,26221.0
1054,Kentucky,Perry,87.0,11010.0
1055,Kentucky,Pike,89.0,36068.0
1056,Kentucky,Powell,91.0,8692.0
1057,Kentucky,Pulaski,93.0,106439.0
1058,Kentucky,Robertson,95.0,27703.0
1059,Kentucky,Rockcastle,97.0,18763.0
1060,Kentucky,Rowan,99.0,18454.0
1061,Kentucky,Russell,101.0,46407.0
1062,Kentucky,Scott,103.0,15620.0
1063,Kentucky,Shelby,105.0,4612.0
1064,Kentucky,Simpson,107.0,46222.0
1065,Kentucky,Spencer,109.0,13352.0
1066,Kentucky,Taylor,111.0,763623.0
1067,Kentucky,Todd,113.0,51961.0
1068,Kentucky,Trigg,115.0,23175.0
1069,Kentucky,Trimble,117.0,165012.0
1070,Kentucky,Union,119.0,15693.0
1071,Kentucky,Warren,121.0,31730.0
1072,Kentucky,Washington,123.0,14241.0
1073,Kentucky,Wayne,125.0,60094.0
1074,Kentucky,Webster,127.0,15745.0
1075,Kentucky,Whitley,129.0,6752.0
1076,Kentucky,Wolfe,131.0,10711.0
1077,Kentucky,Woodford,133.0,23123.0
1078,Kentucky,Acadia Parish,135.0,13682.0
1079,Kentucky,Allen Parish,137.0,24463.0
1080,Kentucky,Ascension Parish,139.0,9316.0
1081,Kentucky,Assumption Parish,141.0,26910.0
1082,Kentucky,Avoyelles Parish,143.0,8306.0
1083,Kentucky,Beauregard Parish,145.0,65018.0
1084,Kentucky,Bienville Parish,147.0,17878.0
1085,Kentucky,Bossier Parish,149.0,9512.0
1086,Kentucky,Caddo Parish,151.0,87824.0
1087,Kentucky,Calcasieu Parish,153.0,12808.0
1088,Kentucky,Caldwell Parish,155.0,19365.0
1089,Kentucky,Cameron Parish,157.0,31101.0
1090,Kentucky,Catahoula Parish,159.0,12307.0
1091,Kentucky,Claiborne Parish,161.0,17099.0
1092,Kentucky,Concordia Parish,163.0,27924.0
1093,Kentucky,De Soto Parish,165.0,6358.0
1094,Kentucky,East Baton Rouge Parish,167.0,21407.0
1095,Kentucky,East Carroll Parish,169.0,9909.0
1096,Kentucky,East Feliciana Parish,171.0,10667.0
1097,Kentucky,Evangeline Parish,173.0,27608.0
1098,Kentucky,Franklin Parish,175.0,13275.0
1099,Kentucky,Grant Parish,177.0,31183.0
1100,Kentucky,Iberia Parish,179.0,45126.0
1101,Kentucky,Iberville Parish,181.0,7131.0
1102,Kentucky,Jackson Parish,183.0,24216.0
1103,Kentucky,Jefferson Parish,185.0,64875.0
1104,Kentucky,Jefferson Davis Parish,187.0,10730.0
1105,Kentucky,Lafayette Parish,189.0,4461.0
1106,Kentucky,Lafourche Parish,191.0,14408.0
1107,Kentucky,LaSalle Parish,193.0,27565.0
1108,Kentucky,Lincoln Parish,195.0,61792.0
1109,Kentucky,Livingston Parish,197.0,12269.0
1110,Kentucky,Madison Parish,199.0,63782.0
1111,Kentucky,Morehouse Parish,201.0,2138.0
1112,Kentucky,Natchitoches Parish,203.0,16942.0
1113,Kentucky,Orleans Parish,205.0,23892.0
1114,Kentucky,Ouachita Parish,207.0,17662.0
1115,Kentucky,Plaquemines Parish,209.0,52420.0
1116,Kentucky,Pointe Coupee Parish,211.0,45632.0
1117,Kentucky,Rapides Parish,213.0,18006.0
1118,Kentucky,Red River Parish,215.0,17894.0
1119,Kentucky,Richland Parish,217.0,25420.0
1120,Kentucky,Sabine Parish,219.0,12531.0
1121,Kentucky,St. Bernard Parish,221.0,14233.0
1122,Kentucky,St. Charles Parish,223.0,8769.0
1123,Kentucky,St. Helena Parish,225.0,15050.0
1124,Kentucky,St. James Parish,227.0,122851.0
1125,Kentucky,St. John the Baptist Parish,229.0,12063.0
1126,Kentucky,St. Landry Parish,231.0,20464.0
1127,Kentucky,St. Martin Parish,233.0,13170.0
1128,Kentucky,St. Mary Parish,235.0,36129.0
1129,Kentucky,St. Tammany Parish,237.0,7259.0
1130,Kentucky,Tangipahoa Parish,239.0,25793.0
1132,Louisiana,Terrebonne Parish,1.0,62577.0
1133,Louisiana,Union Parish,3.0,25683.0
1134,Louisiana,Vermilion Parish,5.0,119455.0
1135,Louisiana,Vernon Parish,7.0,22842.0
1136,Louisiana,Washington Parish,9.0,41103.0
1137,Louisiana,Webster Parish,11.0,36462.0
1138,Louisiana,West Baton Rouge Parish,13.0,13786.0
1139,Louisiana,West Carroll Parish,15.0,125175.0
1140,Louisiana,West Feliciana Parish,17.0,251460.0
1141,Louisiana,Winn Parish,19.0,198788.0
1142,Louisiana,Androscoggin,21.0,9993.0
1143,Louisiana,Aroostook,23.0,6817.0
1144,Louisiana,Cumberland,25.0,10147.0
1145,Louisiana,Franklin,27.0,16295.0
1146,Louisiana,Hancock,29.0,20142.0
1147,Louisiana,Kennebec,31.0,27052.0
1148,Louisiana,Knox,33.0,446753.0
1149,Louisiana,Lincoln,35.0,7307.0
1150,Louisiana,Oxford,37.0,19696.0
1151,Louisiana,Penobscot,39.0,33743.0
1152,Louisiana,Piscataquis,41.0,20410.0
1153,Louisiana,Sagadahoc,43.0,22343.0
1154,Louisiana,Somerset,45.0,74103.0
1155,Louisiana,Waldo,47.0,33095.0
1156,Louisiana,Washington,49.0,15858.0
1157,Louisiana,York,51.0,436275.0
1158,Louisiana,Allegany,53.0,31439.0
1159,Louisiana,Anne Arundel,55.0,240098.0
1160,Louisiana,Baltimore,57.0,98325.0
1161,Louisiana,Calvert,59.0,14974.0
1162,Louisiana,Caroline,61.0,47774.0
1163,Louisiana,Carroll,63.0,137788.0
1164,Louisiana,Cecil,65.0,11514.0
1165,Louisiana,Charles,67.0,26395.0
1166,Louisiana,Dorchester,69.0,39179.0
1167,Louisiana,Frederick,71.0,389617.0
1168,Louisiana,Garrett,73.0,156761.0
1169,Louisiana,Harford,75.0,23495.0
1170,Louisiana,Howard,77.0,22251.0
1171,Louisiana,Kent,79.0,132141.0
1172,Louisiana,Montgomery,81.0,8593.0
1173,Louisiana,Prince George's,83.0,20523.0
1174,Louisiana,Queen Anne's,85.0,24186.0
1175,Louisiana,St. Mary's,87.0,45408.0
1176,Louisiana,Somerset,89.0,52812.0
1177,Louisiana,Talbot,91.0,10567.0
1178,Louisiana,Washington,93.0,21567.0
1179,Louisiana,Wicomico,95.0,43626.0
1180,Louisiana,Worcester,97.0,83848.0
1181,Louisiana,Baltimore city,99.0,53835.0
1182,Louisiana,Barnstable,101.0,52810.0
1183,Louisiana,Berkshire,103.0,250088.0
1184,Louisiana,Bristol,105.0,128755.0
1185,Louisiana,Dukes,107.0,4740.0
1186,Louisiana,Essex,109.0,113972.0
1187,Louisiana,Franklin,111.0,22477.0
1188,Louisiana,Hampden,113.0,59875.0
1189,Louisiana,Hampshire,115.0,50803.0
1190,Louisiana,Middlesex,117.0,46371.0
1191,Louisiana,Nantucket,119.0,40021.0
1192,Louisiana,Norfolk,121.0,25490.0
1193,Louisiana,Plymouth,123.0,11293.0
1194,Louisiana,Suffolk,125.0,15385.0
1195,Louisiana,Worcester,127.0,14568.0
1197,Maine,Alger,1.0,107233.0
1198,Maine,Allegan,3.0,68628.0
1199,Maine,Alpena,5.0,289977.0
1200,Maine,Antrim,7.0,29991.0
1201,Maine,Arenac,9.0,54659.0
1202,Maine,Baraga,11.0,119980.0
1203,Maine,Barry,13.0,39855.0
1204,Maine,Bay,15.0,33969.0
1205,Maine,Benzie,17.0,57202.0
1206,Maine,Berrien,19.0,152692.0
1207,Maine,Branch,21.0,16931.0
1208,Maine,Calhoun,23.0,35149.0
1209,Maine,Cass,25.0,51113.0
1210,Maine,Charlevoix,27.0,39155.0
1211,Maine,Cheboygan,29.0,31625.0
1212,Maine,Chippewa,31.0,201169.0
1214,Maryland,Clinton,1.0,72528.0
1215,Maryland,Crawford,3.0,564195.0
1216,Maryland,Delta,5.0,831128.0
1217,Maryland,Dickinson,9.0,90595.0
1218,Maryland,Eaton,11.0,32579.0
1219,Maryland,Emmet,13.0,167627.0
1220,Maryland,Genesee,15.0,102382.0
1221,Maryland,Gladwin,17.0,156118.0
1222,Maryland,Gogebic,19.0,32384.0
1223,Maryland,Grand Traverse,21.0,245322.0
1224,Maryland,Gratiot,23.0,29460.0
1225,Maryland,Hillsdale,25.0,250290.0
1226,Maryland,Houghton,27.0,313414.0
1227,Maryland,Huron,29.0,19787.0
1228,Maryland,Ingham,31.0,1040116.0
1229,Maryland,Ionia,33.0,909535.0
1230,Maryland,Iosco,35.0,48904.0
1231,Maryland,Iron,37.0,111413.0
1232,Maryland,Isabella,39.0,25768.0
1233,Maryland,Jackson,41.0,37512.0
1234,Maryland,Kalamazoo,43.0,149585.0
1235,Maryland,Kalkaska,45.0,102370.0
1236,Maryland,Kent,47.0,51540.0
1237,Maryland,Keweenaw,510.0,621849.0
1239,Massachusetts,Lapeer,1.0,214333.0
1240,Massachusetts,Leelanau,3.0,127828.0
1241,Massachusetts,Lenawee,5.0,556772.0
1242,Massachusetts,Livingston,7.0,17299.0
1243,Massachusetts,Luce,9.0,776043.0
1244,Massachusetts,Mackinac,11.0,70601.0
1245,Massachusetts,Macomb,13.0,470690.0
1246,Massachusetts,Manistee,15.0,161292.0
1247,Massachusetts,Marquette,17.0,1585139.0
1248,Massachusetts,Mason,19.0,10925.0
1249,Massachusetts,Mecosta,21.0,696023.0
1250,Massachusetts,Menominee,23.0,510393.0
1251,Massachusetts,Midland,25.0,778121.0
1252,Massachusetts,Missaukee,27.0,818963.0
1254,Michigan,Montcalm,1.0,10349.0
1255,Michigan,Montmorency,3.0,9383.0
1256,Michigan,Muskegon,5.0,114625.0
1257,Michigan,Newaygo,7.0,28803.0
1258,Michigan,Oakland,9.0,23154.0
1259,Michigan,Oceana,11.0,15261.0
1260,Michigan,Ogemaw,13.0,8575.0
1261,Michigan,Ontonagon,15.0,59314.0
1262,Michigan,Osceola,17.0,105659.0
1263,Michigan,Oscoda,19.0,17457.0
1264,Michigan,Otsego,21.0,154636.0
1265,Michigan,Ottawa,23.0,43664.0
1266,Michigan,Presque Isle,25.0,134314.0
1267,Michigan,Roscommon,27.0,51657.0
1268,Michigan,Saginaw,29.0,26238.0
1269,Michigan,St. Clair,31.0,25427.0
1270,Michigan,St. Joseph,33.0,38033.0
1271,Michigan,Sanilac,35.0,30553.0
1272,Michigan,Schoolcraft,37.0,77390.0
1273,Michigan,Shiawassee,39.0,13801.0
1274,Michigan,Tuscola,41.0,36377.0
1275,Michigan,Van Buren,43.0,25788.0
1276,Michigan,Washtenaw,45.0,108801.0
1277,Michigan,Wayne,47.0,33161.0
1278,Michigan,Wexford,49.0,410849.0
1279,Michigan,Aitkin,51.0,25164.0
1280,Michigan,Anoka,53.0,15431.0
1281,Michigan,Becker,55.0,91636.0
1282,Michigan,Beltrami,57.0,41540.0
1283,Michigan,Benton,59.0,45941.0
1284,Michigan,Big Stone,61.0,36380.0
1285,Michigan,Blue Earth,63.0,31883.0
1286,Michigan,Brown,65.0,286085.0
1287,Michigan,Carlton,67.0,64223.0
1288,Michigan,Carver,69.0,25345.0
1289,Michigan,Cass,71.0,11348.0
1290,Michigan,Chippewa,73.0,70698.0
1291,Michigan,Chisago,75.0,159494.0
1292,Michigan,Clay,77.0,260263.0
1293,Michigan,Clearwater,79.0,17260.0
1294,Michigan,Cook,81.0,636369.0
1295,Michigan,Cottonwood,83.0,2168.0
1296,Michigan,Crow Wing,85.0,11424.0
1297,Michigan,Dakota,87.0,88373.0
1298,Michigan,Dodge,89.0,21981.0
1299,Michigan,Douglas,91.0,98573.0
1300,Michigan,Faribault,93.0,187316.0
1301,Michigan,Fillmore,95.0,6415.0
1302,Michigan,Freeborn,97.0,10890.0
1303,Michigan,Goodhue,99.0,864840.0
1304,Michigan,Grant,101.0,24461.0
1305,Michigan,Hennepin,103.0,67215.0
1306,Michigan,Houston,105.0,28783.0
1307,Michigan,Hubbard,107.0,43067.0
1308,Michigan,Isanti,109.0,23548.0
1309,Michigan,Itasca,111.0,83632.0
1310,Michigan,Jackson,113.0,14903.0
1311,Michigan,Kanabec,115.0,149568.0
1312,Michigan,Kandiyohi,117.0,62945.0
1313,Michigan,Kittson,119.0,9259.0
1314,Michigan,Koochiching,121.0,172790.0
1315,Michigan,Lac qui Parle,123.0,47948.0
1316,Michigan,Lake,125.0,1242304.0
1317,Michigan,Lake of the Woods,127.0,26105.0
1318,Michigan,Le Sueur,129.0,20937.0
1319,Michigan,Lincoln,131.0,6007.0
1320,Michigan,Lyon,133.0,23058.0
1321,Michigan,McLeod,135.0,8251.0
1322,Michigan,Mahnomen,137.0,24253.0
1323,Michigan,Marshall,139.0,279955.0
1324,Michigan,Martin,141.0,12841.0
1325,Michigan,Meeker,143.0,23898.0
1326,Michigan,Mille Lacs,145.0,193307.0
1327,Michigan,Morrison,147.0,159875.0
1328,Michigan,Mower,149.0,61018.0
1329,Michigan,Murray,151.0,41475.0
1330,Michigan,Nicollet,153.0,8173.0
1331,Michigan,Nobles,155.0,68619.0
1332,Michigan,Norman,157.0,53777.0
1333,Michigan,Olmsted,159.0,75077.0
1334,Michigan,Otter Tail,161.0,358880.0
1335,Michigan,Pennington,163.0,1759335.0
1336,Michigan,Pine,165.0,33003.0
1338,Minnesota,Polk,1.0,15702.0
1339,Minnesota,Pope,3.0,344151.0
1340,Minnesota,Ramsey,5.0,33386.0
1341,Minnesota,Red Lake,7.0,45672.0
1342,Minnesota,Redwood,9.0,39710.0
1343,Minnesota,Renville,11.0,5040.0
1344,Minnesota,Rice,13.0,65787.0
1345,Minnesota,Rock,15.0,25313.0
1346,Minnesota,Roseau,17.0,35569.0
1347,Minnesota,St. Louis,19.0,98741.0
1348,Minnesota,Scott,21.0,28706.0
1349,Minnesota,Sherburne,23.0,12109.0
1350,Minnesota,Sibley,25.0,54293.0
1351,Minnesota,Stearns,27.0,62324.0
1352,Minnesota,Steele,29.0,8803.0
