,STNAME,CTYNAME,COUNTY,POPESTIMATE2015
2988,Virginia,Monroe,735.0,12059.0
2989,Virginia,Morgan,740.0,96201.0
2990,Virginia,Nicholas,750.0,17403.0
2991,Virginia,Ohio,760.0,220289.0
2992,Virginia,Pendleton,770.0,99897.0
2993,Virginia,Pleasants,775.0,25432.0
2994,Virginia,Pocahontas,790.0,24416.0
2995,Virginia,Preston,800.0,88161.0
2996,Virginia,Putnam,810.0,452745.0
2997,Virginia,Raleigh,820.0,21491.0
2998,Virginia,Randolph,830.0,15052.0
2999,Virginia,Ritchie,840.0,27284.0
3001,Washington,Summers,1.0,19254.0
3002,Washington,Taylor,3.0,22105.0
3003,Washington,Tucker,5.0,190309.0
3004,Washington,Tyler,7.0,75644.0
3005,Washington,Upshur,9.0,73486.0
3006,Washington,Wayne,11.0,459495.0
3007,Washington,Webster,13.0,3944.0
3008,Washington,Wetzel,15.0,103468.0
3009,Washington,Wirt,17.0,40534.0
3010,Washington,Wood,19.0,7582.0
3011,Washington,Wyoming,21.0,88807.0
3012,Washington,Adams,23.0,2219.0
3013,Washington,Ashland,25.0,93259.0
3014,Washington,Barron,27.0,71122.0
3015,Washington,Bayfield,29.0,80593.0
3016,Washington,Brown,31.0,30466.0
3017,Washington,Buffalo,33.0,2117125.0
3018,Washington,Burnett,35.0,260131.0
3019,Washington,Calumet,37.0,43269.0
3020,Washington,Chippewa,39.0,21026.0
3021,Washington,Clark,41.0,75882.0
3022,Washington,Columbia,43.0,10321.0
3023,Washington,Crawford,45.0,61023.0
3024,Washington,Dane,47.0,41516.0
3025,Washington,Dodge,49.0,20848.0
3026,Washington,Door,51.0,13088.0
3027,Washington,Douglas,53.0,843954.0
3028,Washington,Dunn,55.0,16252.0
3029,Washington,Eau Claire,57.0,121846.0
3030,Washington,Florence,59.0,11339.0
3031,Washington,Fond du Lac,61.0,772501.0
3032,Washington,Forest,63.0,490945.0
3033,Washington,Grant,65.0,43791.0
3034,Washington,Green,67.0,269536.0
3035,Washington,Green Lake,69.0,4042.0
3036,Washington,Iowa,71.0,60338.0
3037,Washington,Iron,73.0,212284.0
3038,Washington,Jackson,75.0,48177.0
3039,Washington,Jefferson,77.0,248830.0
3041,West Virginia,Kenosha,1.0,16704.0
3042,West Virginia,Kewaunee,3.0,111901.0
3043,West Virginia,La Crosse,5.0,23372.0
3044,West Virginia,Lafayette,7.0,14415.0
3045,West Virginia,Langlade,9.0,23350.0
3046,West Virginia,Lincoln,11.0,96844.0
3047,West Virginia,Manitowoc,13.0,7470.0
3048,West Virginia,Marathon,15.0,8910.0
3049,West Virginia,Marinette,17.0,8176.0
3050,West Virginia,Marquette,19.0,44997.0
3051,West Virginia,Menominee,21.0,8518.0
3052,West Virginia,Milwaukee,23.0,11766.0
3053,West Virginia,Monroe,25.0,35516.0
3054,West Virginia,Oconto,27.0,23353.0
3055,West Virginia,Oneida,29.0,29815.0
3056,West Virginia,Outagamie,31.0,13852.0
3057,West Virginia,Ozaukee,33.0,68714.0
3058,West Virginia,Pepin,35.0,29237.0
3059,West Virginia,Pierce,37.0,56482.0
3060,West Virginia,Polk,39.0,188332.0
3061,West Virginia,Portage,41.0,16448.0
3062,West Virginia,Price,43.0,21415.0
3063,West Virginia,Racine,45.0,34707.0
3064,West Virginia,Richland,47.0,19835.0
3065,West Virginia,Rock,49.0,56925.0
3066,West Virginia,Rusk,51.0,31978.0
3067,West Virginia,St. Croix,53.0,27037.0
3068,West Virginia,Sauk,55.0,61164.0
3069,West Virginia,Sawyer,57.0,27451.0
3070,West Virginia,Shawano,59.0,25292.0
3071,West Virginia,Sheboygan,61.0,104236.0
3072,West Virginia,Taylor,63.0,13506.0
3073,West Virginia,Trempealeau,65.0,17524.0
3074,West Virginia,Vernon,67.0,25594.0
3075,West Virginia,Vilas,69.0,43066.0
3076,West Virginia,Walworth,71.0,7229.0
3077,West Virginia,Washburn,73.0,7674.0
3078,West Virginia,Washington,75.0,8607.0
3079,West Virginia,Waukesha,77.0,33940.0
3080,West Virginia,Waupaca,79.0,56848.0
3081,West Virginia,Waushara,81.0,77510.0
3082,West Virginia,Winnebago,83.0,29126.0
3083,West Virginia,Wood,85.0,9982.0
3084,West Virginia,Albany,87.0,14435.0
3085,West Virginia,Big Horn,89.0,13239.0
3086,West Virginia,Campbell,91.0,16912.0
3087,West Virginia,Carbon,93.0,6966.0
3088,West Virginia,Converse,95.0,8975.0
3089,West Virginia,Crook,97.0,24758.0
3090,West Virginia,Fremont,99.0,40971.0
3091,West Virginia,Goshen,101.0,8755.0
3092,West Virginia,Hot Springs,103.0,15816.0
3093,West Virginia,Johnson,105.0,5880.0
3094,West Virginia,Laramie,107.0,86452.0
3095,West Virginia,Lincoln,109.0,22151.0
3097,Wisconsin,Niobrara,1.0,20148.0
3098,Wisconsin,Park,3.0,15843.0
3099,Wisconsin,Platte,5.0,45563.0
3100,Wisconsin,Sheridan,7.0,14977.0
3101,Wisconsin,Sublette,9.0,258718.0
3102,Wisconsin,Sweetwater,11.0,13192.0
3103,Wisconsin,Teton,13.0,15159.0
3104,Wisconsin,Uinta,15.0,49762.0
3105,Wisconsin,Washakie,17.0,63531.0
3106,Wisconsin,Weston,19.0,34445.0
3107,Wisconsin,Columbia County,21.0,56743.0
3108,Wisconsin,Crawford County,23.0,16391.0
3109,Wisconsin,Dane County,25.0,523643.0
3110,Wisconsin,Dodge County,27.0,88502.0
3111,Wisconsin,Door County,29.0,27554.0
3112,Wisconsin,Douglas County,31.0,43601.0
3113,Wisconsin,Dunn County,33.0,44497.0
3114,Wisconsin,Eau Claire County,35.0,102105.0
3115,Wisconsin,Florence County,37.0,4464.0
3116,Wisconsin,Fond du Lac County,39.0,101973.0
3117,Wisconsin,Forest County,41.0,9057.0
3118,Wisconsin,Grant County,43.0,52250.0
3119,Wisconsin,Green County,45.0,37186.0
3120,Wisconsin,Green Lake County,47.0,18856.0
3121,Wisconsin,Iowa County,49.0,23813.0
3122,Wisconsin,Iron County,51.0,5794.0
3123,Wisconsin,Jackson County,53.0,20554.0
3124,Wisconsin,Jefferson County,55.0,84559.0
3125,Wisconsin,Juneau County,57.0,26224.0
3126,Wisconsin,Kenosha County,59.0,168437.0
3127,Wisconsin,Kewaunee County,61.0,20366.0
3128,Wisconsin,La Crosse County,63.0,118212.0
3129,Wisconsin,Lafayette County,65.0,16829.0
3130,Wisconsin,Langlade County,67.0,19223.0
3131,Wisconsin,Lincoln County,69.0,27980.0
3132,Wisconsin,Manitowoc County,71.0,79806.0
3133,Wisconsin,Marathon County,73.0,135868.0
3134,Wisconsin,Marinette County,75.0,40884.0
3135,Wisconsin,Marquette County,77.0,15075.0
3136,Wisconsin,Menominee County,78.0,4573.0
3137,Wisconsin,Milwaukee County,79.0,957735.0
3138,Wisconsin,Monroe County,81.0,45549.0
3139,Wisconsin,Oconto County,83.0,37435.0
3140,Wisconsin,Oneida County,85.0,35567.0
3141,Wisconsin,Outagamie County,87.0,183245.0
3142,Wisconsin,Ozaukee County,89.0,87850.0
3143,Wisconsin,Pepin County,91.0,7290.0
3144,Wisconsin,Pierce County,93.0,40889.0
3145,Wisconsin,Polk County,95.0,43441.0
3146,Wisconsin,Portage County,97.0,70408.0
3147,Wisconsin,Price County,99.0,13645.0
3148,Wisconsin,Racine County,101.0,195080.0
3149,Wisconsin,Richland County,103.0,17495.0
3150,Wisconsin,Rock County,105.0,161448.0
3151,Wisconsin,Rusk County,107.0,14124.0
3152,Wisconsin,St. Croix County,109.0,87513.0
3153,Wisconsin,Sauk County,111.0,63642.0
3154,Wisconsin,Sawyer County,113.0,16376.0
3155,Wisconsin,Shawano County,115.0,41304.0
3156,Wisconsin,Sheboygan County,117.0,115569.0
3157,Wisconsin,Taylor County,119.0,20455.0
3158,Wisconsin,Trempealeau County,121.0,29550.0
3159,Wisconsin,Vernon County,123.0,30506.0
3160,Wisconsin,Vilas County,125.0,21387.0
3161,Wisconsin,Walworth County,127.0,102804.0
3162,Wisconsin,Washburn County,129.0,15552.0
3163,Wisconsin,Washington County,131.0,133674.0
3164,Wisconsin,Waukesha County,133.0,396488.0
3165,Wisconsin,Waupaca County,135.0,51945.0
3166,Wisconsin,Waushara County,137.0,24033.0
3167,Wisconsin,Winnebago County,139.0,169546.0
3168,Wisconsin,Wood County,141.0,73435.0
3170,Wyoming,Albany County,1.0,37956.0
3171,Wyoming,Big Horn County,3.0,12022.0
3172,Wyoming,Campbell County,5.0,49220.0
3173,Wyoming,Carbon County,7.0,15559.0
3174,Wyoming,Converse County,9.0,14236.0
3175,Wyoming,Crook County,11.0,7444.0
3176,Wyoming,Fremont County,13.0,40315.0
3177,Wyoming,Goshen County,15.0,13383.0
3178,Wyoming,Hot Springs County,17.0,4741.0
3179,Wyoming,Johnson County,19.0,8585.0
3180,Wyoming,Laramie County,21.0,97121.0
3181,Wyoming,Lincoln County,23.0,18722.0
3182,Wyoming,Natrona County,25.0,82178.0
3183,Wyoming,Niobrara County,27.0,2542.0
3184,Wyoming,Park County,29.0,29228.0
3185,Wyoming,Platte County,31.0,8812.0
3186,Wyoming,Sheridan County,33.0,30009.0
3187,Wyoming,Sublette County,35.0,9899.0
3188,Wyoming,Sweetwater County,37.0,44626.0
3189,Wyoming,Teton County,39.0,23125.0
3190,Wyoming,Uinta County,41.0,20822.0
3191,Wyoming,Washakie County,43.0,8328.0
3192,Wyoming,Weston County,45.0,7234.0
0,,Autauga,,
68,,Cochise,,
69,,Coconino,,
70,,Gila,,
71,,Graham,,
72,,Greenlee,,
73,,La Paz,,
74,,Maricopa,,
75,,Mohave,,
76,,Navajo,,
77,,Pima,,
78,,Pinal,,
79,,Santa Cruz,,
80,,Yavapai,,
81,,Yuma,,
82,,Arkansas,,
83,,Ashley,,
84,,Baxter,,
85,,Benton,,
86,,Boone,,
87,,Bradley,,
88,,Calhoun,,
89,,Carroll,,
90,,Chicot,,
91,,Clark,,
92,,Clay,,
93,,Cleburne,,
94,,Cleveland,,
95,,Columbia,,
96,,Conway,,
97,,Craighead,,
98,,Crawford,,
114,,Izard,,
190,,Sacramento,,
249,,La Plata,,
314,,Hendry,,
323,,Lake,,
327,,Liberty,,
328,,Madison,,
329,,Manatee,,
397,,Dade,,
557,,Twin Falls,,
558,,Valley,,
559,,Washington,,
560,,Adams,,
561,,Alexander,,
562,,Bond,,
563,,Boone,,
608,,Lake,,
711,,Marshall,,
804,,Jefferson,,
904,,Leavenworth,,
1010,,Hickman,,
1131,,Tensas Parish,,
1196,,Alcona,,
1213,,Clare,,
1238,,Lake,,
1253,,Monroe,,
1337,,Pipestone,,
1425,,Quitman,,
1508,,Macon,,
1624,,Boone,,
1681,,Nance,,
1775,,Los Alamos,,
1793,,Albany,,
1804,,Cortland,,
1826,,Onondaga,,
1860,,Avery,,
1923,,Pamlico,,
2024,,Crawford,,
2078,,Ross,,
2167,,Tulsa,,
2245,,Lawrence,,
2282,,Aiken,,
2350,,Faulk,,
2356,,Hanson,,
2403,,Cheatham,,
2470,,Sevier,,
2566,,Fort Bend,,
2821,,Goochland,,
2851,,Page,,
2866,,Shenandoah,,
3000,,Roane,,
3040,,Juneau,,
3096,,Natrona,,
