,State,County,Votes_Norm,Trump_Votes,Hillary_Votes,Independent_Votes,Total_Votes,Trump_Perc,Hillary_Perc,Independent_Perc
1497,MO,Jefferson County,0.353,68973.0,31546.0,5450.0,105969.0,65.1,29.8,5.1
1498,MO,Johnson County,0.369,13702.0,5924.0,1461.0,21087.0,65.0,28.1,7.0
1499,MO,Knox County,0.554,1413.0,379.0,75.0,1867.0,75.7,20.3,3.9
1500,MO,Laclede County,0.645,12834.0,2543.0,582.0,15959.0,80.4,15.9,3.6
1501,MO,Lafayette County,0.438,10977.0,4047.0,791.0,15815.0,69.4,25.6,5.0
1502,MO,Lawrence County,0.611,13084.0,2898.0,692.0,16674.0,78.5,17.4,4.1
1503,MO,Lewis County,0.541,3343.0,933.0,176.0,4452.0,75.1,21.0,4.0
1504,MO,Lincoln County,0.505,18111.0,5561.0,1185.0,24857.0,72.9,22.4,4.8
1505,MO,Linn County,0.511,4084.0,1239.0,249.0,5572.0,73.3,22.2,4.5
1506,MO,Livingston County,0.564,4879.0,1265.0,264.0,6408.0,76.1,19.7,4.1
1507,MO,Macon County,0.564,5794.0,1518.0,267.0,7579.0,76.4,20.0,3.6
1508,MO,Madison County,0.582,4102.0,1005.0,211.0,5318.0,77.1,18.9,4.0
1509,MO,Maries County,0.614,3559.0,794.0,145.0,4498.0,79.1,17.7,3.2
1510,MO,Marion County,0.498,9418.0,2993.0,491.0,12902.0,73.0,23.2,3.8
1511,MO,McDonald County,0.641,6599.0,1329.0,305.0,8233.0,80.2,16.1,3.7
1512,MO,Mercer County,0.731,1486.0,216.0,37.0,1739.0,85.5,12.4,2.2
1513,MO,Miller County,0.66,9285.0,1750.0,379.0,11414.0,81.3,15.3,3.3
1514,MO,Mississippi County,0.415,3600.0,1458.0,107.0,5165.0,69.7,28.2,2.1
1515,MO,Moniteau County,0.603,5344.0,1237.0,227.0,6808.0,78.5,18.2,3.4
1516,MO,Monroe County,0.556,3159.0,853.0,135.0,4147.0,76.2,20.6,3.2
1517,MO,Montgomery County,0.554,4124.0,1118.0,182.0,5424.0,76.0,20.6,3.4
1518,MO,Morgan County,0.566,6757.0,1768.0,290.0,8815.0,76.7,20.1,3.3
1519,MO,New Madrid County,0.454,5270.0,1933.0,149.0,7352.0,71.7,26.3,2.0
1520,MO,Newton County,0.587,20546.0,4988.0,972.0,26506.0,77.5,18.8,3.6
1521,MO,Nodaway County,0.408,6379.0,2529.0,531.0,9439.0,67.6,26.8,5.5
1522,MO,Oregon County,0.601,3668.0,865.0,131.0,4664.0,78.6,18.5,2.8
1523,MO,Osage County,0.685,5845.0,998.0,235.0,7078.0,82.6,14.1,3.4
1524,MO,Ozark County,0.647,3639.0,724.0,138.0,4501.0,80.8,16.1,3.1
1525,MO,Pemiscot County,0.335,3964.0,1946.0,115.0,6025.0,65.8,32.3,1.9
1526,MO,Perry County,0.617,6907.0,1520.0,305.0,8732.0,79.1,17.4,3.4
1527,MO,Pettis County,0.469,12792.0,4322.0,931.0,18045.0,70.9,24.0,5.2
1528,MO,Phelps County,0.429,12699.0,4761.0,1039.0,18499.0,68.6,25.7,5.6
1529,MO,Pike County,0.47,5274.0,1806.0,295.0,7375.0,71.5,24.5,4.0
1530,MO,Platte County,0.129,24975.0,18915.0,2751.0,46641.0,53.5,40.6,5.8
1531,MO,Polk County,0.569,10435.0,2630.0,644.0,13709.0,76.1,19.2,4.7
1532,MO,Pulaski County,0.517,9870.0,2918.0,655.0,13443.0,73.4,21.7,4.8
1533,MO,Putnam County,0.677,1936.0,352.0,54.0,2342.0,82.7,15.0,2.3
1534,MO,Ralls County,0.538,3969.0,1138.0,159.0,5266.0,75.4,21.6,3.0
1535,MO,Randolph County,0.509,7529.0,2283.0,497.0,10309.0,73.0,22.1,4.8
1536,MO,Ray County,0.371,7103.0,3088.0,644.0,10835.0,65.6,28.5,6.0
1537,MO,Reynolds County,0.614,2402.0,540.0,90.0,3032.0,79.2,17.8,3.0
1538,MO,Ripley County,0.669,4520.0,830.0,168.0,5518.0,81.9,15.0,3.0
1539,MO,Saline County,0.346,5977.0,2787.0,481.0,9245.0,64.7,30.1,5.1
1540,MO,Schuyler County,0.596,1505.0,354.0,74.0,1933.0,77.9,18.3,3.9
1541,MO,Scotland County,0.59,1525.0,365.0,78.0,1968.0,77.5,18.5,3.9
1542,MO,Scott County,0.557,13168.0,3574.0,502.0,17244.0,76.4,20.7,3.0
1543,MO,Shannon County,0.561,2966.0,776.0,162.0,3904.0,76.0,19.9,4.1
1544,MO,Shelby County,0.59,2524.0,606.0,122.0,3252.0,77.6,18.6,3.7
1545,MO,St. Charles County,0.264,120899.0,68225.0,10389.0,199513.0,60.6,34.2,5.2
1546,MO,St. Clair County,0.554,3501.0,936.0,193.0,4630.0,75.6,20.2,4.2
1547,MO,St. Francois County,0.454,17467.0,6250.0,997.0,24714.0,70.7,25.3,4.1
1548,MO,St. Louis City,-0.638,20281.0,101487.0,5635.0,127403.0,15.9,79.7,4.4
1549,MO,St. Louis County,-0.163,199081.0,280866.0,23546.0,503493.0,39.5,55.8,4.6
1550,MO,Ste. Genevieve County,0.35,5495.0,2540.0,424.0,8459.0,65.0,30.0,5.0
1551,MO,Stoddard County,0.693,11077.0,1873.0,328.0,13278.0,83.4,14.1,2.4
1552,MO,Stone County,0.62,13149.0,2886.0,503.0,16538.0,79.5,17.5,3.1
1553,MO,Sullivan County,0.546,1884.0,526.0,74.0,2484.0,75.8,21.2,3.0
1554,MO,Taney County,0.593,18240.0,4367.0,792.0,23399.0,78.0,18.7,3.4
1555,MO,Texas County,0.654,8875.0,1728.0,332.0,10935.0,81.2,15.8,3.0
1556,MO,Vernon County,0.562,6526.0,1706.0,344.0,8576.0,76.1,19.9,4.0
1557,MO,Warren County,0.457,11109.0,3915.0,742.0,15766.0,70.5,24.8,4.7
1558,MO,Washington County,0.551,7047.0,1926.0,306.0,9279.0,75.9,20.8,3.2
1559,MO,Wayne County,0.644,4640.0,946.0,152.0,5738.0,80.9,16.5,2.6
1560,MO,Webster County,0.579,12829.0,3173.0,688.0,16690.0,76.9,19.0,4.1
1561,MO,Worth County,0.586,808.0,195.0,43.0,1046.0,77.2,18.6,4.2
1562,MO,Wright County,0.685,6703.0,1166.0,217.0,8086.0,82.9,14.4,2.7
1563,MT,Beaverhead County,0.453,3243.0,1115.0,336.0,4694.0,69.1,23.8,7.2
1564,MT,Big Horn County,-0.054,1833.0,2061.0,274.0,4168.0,44.0,49.4,6.6
1565,MT,Blaine County,0.027,1259.0,1187.0,199.0,2645.0,47.6,44.9,7.6
1566,MT,Broadwater County,0.569,2329.0,566.0,207.0,3102.0,75.1,18.2,6.7
1567,MT,Carbon County,0.321,3729.0,1824.0,383.0,5936.0,62.8,30.7,6.4
1568,MT,Carter County,0.78,677.0,70.0,31.0,778.0,87.0,9.0,4.0
1569,MT,Cascade County,0.215,19343.0,12053.0,2527.0,33923.0,57.0,35.5,7.5
1570,MT,Chouteau County,0.367,1676.0,729.0,176.0,2581.0,64.9,28.2,6.8
1571,MT,Custer County,0.478,3638.0,1172.0,350.0,5160.0,70.5,22.7,6.8
1572,MT,Daniels County,0.591,729.0,167.0,56.0,952.0,76.6,17.5,5.9
1573,MT,Dawson County,0.583,3298.0,786.0,220.0,4304.0,76.6,18.3,5.2
1574,MT,Deer Lodge County,-0.069,1736.0,2018.0,368.0,4122.0,42.1,49.0,8.9
1575,MT,Fallon County,0.76,1276.0,154.0,46.0,1476.0,86.4,10.4,3.1
1576,MT,Fergus County,0.525,4235.0,1196.0,366.0,5797.0,73.1,20.6,6.4
1577,MT,Flathead County,0.364,30079.0,13233.0,2938.0,46250.0,65.0,28.6,6.3
1578,MT,Gallatin County,-0.01,23360.0,23879.0,5096.0,52335.0,44.6,45.6,9.8
1579,MT,Garfield County,0.865,653.0,34.0,29.0,716.0,91.2,4.7,4.0
1580,MT,Glacier County,-0.296,1598.0,3076.0,317.0,4991.0,32.0,61.6,6.3
1581,MT,Golden Valley County,0.624,365.0,71.0,35.0,471.0,77.5,15.1,7.4
1582,MT,Granite County,0.405,1185.0,469.0,111.0,1765.0,67.1,26.6,6.3
1583,MT,Hill County,0.172,3446.0,2350.0,572.0,6368.0,54.1,36.9,9.0
1584,MT,Jefferson County,0.324,4099.0,1975.0,485.0,6559.0,62.5,30.1,7.4
1585,MT,Judith Basin County,0.532,867.0,232.0,93.0,1192.0,72.7,19.5,7.8
1586,MT,Lake County,0.213,7453.0,4703.0,783.0,12939.0,57.6,36.3,6.1
1587,MT,Lewis And Clark County,0.069,16665.0,14331.0,2804.0,33800.0,49.3,42.4,8.3
1588,MT,Liberty County,0.515,695.0,205.0,52.0,952.0,73.0,21.5,5.4
1589,MT,Lincoln County,0.505,6720.0,2040.0,512.0,9272.0,72.5,22.0,5.5
1590,MT,Madison County,0.446,3280.0,1175.0,265.0,4720.0,69.5,24.9,5.6
1591,MT,Mccone County,0.667,858.0,154.0,44.0,1056.0,81.3,14.6,4.2
1592,MT,Meagher County,0.552,728.0,191.0,53.0,972.0,74.9,19.7,5.4
1593,MT,Mineral County,0.407,1322.0,515.0,148.0,1985.0,66.6,25.9,7.5
1594,MT,Missoula County,-0.157,21699.0,30740.0,4994.0,57433.0,37.8,53.5,8.7
1595,MT,Musselshell County,0.677,1961.0,331.0,117.0,2409.0,81.4,13.7,4.8
1596,MT,Park County,0.148,4872.0,3521.0,693.0,9086.0,53.6,38.8,7.6
1597,MT,Petroleum County,0.769,276.0,30.0,14.0,320.0,86.3,9.4,4.4
1598,MT,Phillips County,0.651,1715.0,315.0,119.0,2149.0,79.8,14.7,5.6
1599,MT,Pondera County,0.388,1786.0,737.0,179.0,2702.0,66.1,27.3,6.7
1600,MT,Powder River County,0.719,880.0,127.0,40.0,1047.0,84.0,12.1,3.8
1601,MT,Powell County,0.528,2017.0,549.0,212.0,2778.0,72.6,19.8,7.6
1602,MT,Prairie County,0.662,555.0,100.0,33.0,688.0,80.7,14.5,4.8
1603,MT,Ravalli County,0.384,14673.0,6166.0,1283.0,22122.0,66.3,27.9,5.9
1604,MT,Richland County,0.667,3885.0,669.0,264.0,4818.0,80.6,13.9,5.5
1605,MT,Roosevelt County,0.063,1722.0,1504.0,276.0,3502.0,49.2,42.9,8.0
1606,MT,Rosebud County,0.369,2211.0,969.0,192.0,3372.0,65.6,28.7,5.6
1607,MT,Sanders County,0.519,4268.0,1211.0,405.0,5884.0,72.5,20.6,6.9
1608,MT,Sheridan County,0.416,1237.0,476.0,114.0,1827.0,67.7,26.1,6.2
1609,MT,Silver Bow County,-0.141,6252.0,8545.0,1417.0,16214.0,38.6,52.7,8.8
1610,MT,Stillwater County,0.565,3630.0,904.0,293.0,4827.0,75.2,18.7,6.0
1611,MT,Sweet Grass County,0.569,1580.0,398.0,102.0,2080.0,76.0,19.1,4.9
1612,MT,Teton County,0.427,2152.0,803.0,200.0,3155.0,68.2,25.5,6.4
1613,MT,Toole County,0.542,1495.0,399.0,130.0,2024.0,73.9,19.7,6.4
1614,MT,Treasure County,0.659,350.0,59.0,33.0,442.0,79.2,13.3,7.5
1615,MT,Valley County,0.467,2697.0,886.0,291.0,3874.0,69.6,22.9,7.5
1616,MT,Wheatland County,0.553,698.0,179.0,61.0,938.0,74.4,19.1,6.5
1617,MT,Wibaux County,0.758,460.0,55.0,19.0,534.0,86.1,10.3,3.6
1618,MT,Yellowstone County,0.271,38675.0,21117.0,5111.0,64903.0,59.6,32.5,8.0
1619,NE,Adams County,0.451,9205.0,3272.0,695.0,13172.0,69.9,24.8,5.2
1620,NE,Antelope County,0.726,2717.0,381.0,122.0,3220.0,84.4,11.8,3.8
1621,NE,Arthur County,0.84,237.0,16.0,10.0,263.0,90.1,6.1,3.8
1622,NE,Banner County,0.864,355.0,18.0,17.0,390.0,91.0,4.6,4.4
1623,NE,Blaine County,0.776,273.0,30.0,10.0,313.0,87.2,9.6,3.2
1624,NE,Boone County,0.658,2299.0,414.0,154.0,2867.0,80.2,14.4,5.4
1625,NE,Box Butte County,0.546,3550.0,953.0,258.0,4761.0,74.6,20.0,5.4
1626,NE,Boyd County,0.744,978.0,128.0,36.0,1142.0,85.6,11.2,3.1
1627,NE,Brown County,0.777,1380.0,153.0,46.0,1579.0,87.4,9.7,2.9
1628,NE,Buffalo County,0.475,14424.0,4690.0,1363.0,20477.0,70.4,22.9,6.7
1629,NE,Burt County,0.407,2360.0,928.0,235.0,3523.0,67.0,26.3,6.7
1630,NE,Butler County,0.608,3068.0,690.0,156.0,3914.0,78.4,17.6,4.0
1631,NE,Cass County,0.391,8388.0,3461.0,760.0,12609.0,66.5,27.4,6.0
1632,NE,Cedar County,0.679,3533.0,572.0,255.0,4360.0,81.0,13.1,5.8
1633,NE,Chase County,0.784,1621.0,171.0,59.0,1851.0,87.6,9.2,3.2
1634,NE,Cherry County,0.748,2623.0,317.0,142.0,3082.0,85.1,10.3,4.6
1635,NE,Cheyenne County,0.636,3610.0,702.0,257.0,4569.0,79.0,15.4,5.6
1636,NE,Clay County,0.64,2373.0,470.0,130.0,2973.0,79.8,15.8,4.4
1637,NE,Colfax County,0.414,2171.0,857.0,144.0,3172.0,68.4,27.0,4.5
1638,NE,Cuming County,0.597,3095.0,712.0,181.0,3988.0,77.6,17.9,4.5
1639,NE,Custer County,0.725,4616.0,635.0,238.0,5489.0,84.1,11.6,4.4
1640,NE,Dakota County,0.155,4028.0,2904.0,327.0,7259.0,55.5,40.0,4.5
1641,NE,Dawes County,0.496,2559.0,785.0,234.0,3578.0,71.5,21.9,6.5
1642,NE,Dawson County,0.45,5935.0,2116.0,435.0,8486.0,69.9,24.9,5.1
1643,NE,Deuel County,0.705,809.0,120.0,48.0,977.0,82.8,12.3,4.9
1644,NE,Dixon County,0.541,2041.0,556.0,147.0,2744.0,74.4,20.3,5.3
1645,NE,Dodge County,0.353,9736.0,4451.0,772.0,14959.0,65.1,29.8,5.1
1646,NE,Douglas County,-0.014,102151.0,105207.0,12173.0,219531.0,46.5,47.9,5.6
1647,NE,Dundy County,0.773,823.0,89.0,37.0,949.0,86.7,9.4,3.9
1648,NE,Fillmore County,0.517,2100.0,610.0,169.0,2879.0,72.9,21.2,5.9
1649,NE,Franklin County,0.661,1345.0,250.0,61.0,1656.0,81.2,15.1,3.7
1650,NE,Frontier County,0.721,1106.0,161.0,43.0,1310.0,84.4,12.3,3.3
1651,NE,Furnas County,0.696,1915.0,304.0,96.0,2315.0,82.7,13.1,4.2
1652,NE,Gage County,0.346,6333.0,2930.0,591.0,9854.0,64.3,29.7,6.0
1653,NE,Garden County,0.673,869.0,153.0,41.0,1063.0,81.7,14.4,3.9
1654,NE,Garfield County,0.721,819.0,121.0,28.0,968.0,84.6,12.5,2.9
1655,NE,Gosper County,0.627,792.0,165.0,43.0,1000.0,79.2,16.5,4.3
1656,NE,Grant County,0.88,367.0,20.0,7.0,394.0,93.1,5.1,1.8
1657,NE,Greeley County,0.602,911.0,210.0,44.0,1165.0,78.2,18.0,3.8
1658,NE,Hall County,0.375,14139.0,6142.0,1050.0,21331.0,66.3,28.8,5.0
1659,NE,Hamilton County,0.59,3763.0,873.0,266.0,4902.0,76.8,17.8,5.4
1660,NE,Harlan County,0.685,1302.0,219.0,61.0,1582.0,82.3,13.8,3.8
1661,NE,Hayes County,0.865,471.0,30.0,9.0,510.0,92.4,5.9,1.8
1662,NE,Hitchcock County,0.734,1216.0,158.0,66.0,1440.0,84.4,11.0,4.6
1663,NE,Holt County,0.754,4275.0,522.0,182.0,4979.0,85.9,10.5,3.6
1664,NE,Hooker County,0.76,355.0,40.0,19.0,414.0,85.7,9.7,4.6
1665,NE,Howard County,0.588,2284.0,544.0,130.0,2958.0,77.2,18.4,4.4
1666,NE,Jefferson County,0.454,2387.0,831.0,212.0,3430.0,69.6,24.2,6.2
1667,NE,Johnson County,0.384,1348.0,560.0,143.0,2051.0,65.7,27.3,7.0
1668,NE,Kearney County,0.607,2519.0,550.0,173.0,3242.0,77.7,17.0,5.3
1669,NE,Keith County,0.67,3203.0,560.0,182.0,3945.0,81.2,14.2,4.6
1670,NE,Keya Paha County,0.815,458.0,39.0,17.0,514.0,89.1,7.6,3.3
1671,NE,Kimball County,0.666,1317.0,227.0,92.0,1636.0,80.5,13.9,5.6
1672,NE,Knox County,0.607,3181.0,715.0,165.0,4061.0,78.3,17.6,4.0
1673,NE,Lancaster County,0.0,60456.0,60533.0,8814.0,129803.0,46.6,46.6,6.8
1674,NE,Lincoln County,0.581,11992.0,2878.0,804.0,15674.0,76.5,18.4,5.2
1675,NE,Logan County,0.816,400.0,32.0,19.0,451.0,88.7,7.1,4.2
1676,NE,Loup County,0.72,323.0,48.0,11.0,382.0,84.6,12.6,2.9
1677,NE,Madison County,0.563,10518.0,2663.0,775.0,13956.0,75.4,19.1,5.6
1678,NE,McPherson County,0.85,257.0,14.0,15.0,286.0,89.9,4.9,5.2
1679,NE,Merrick County,0.624,2914.0,601.0,192.0,3707.0,78.6,16.2,5.2
1680,NE,Morrill County,0.695,1788.0,282.0,96.0,2166.0,82.5,13.0,4.4
1681,NE,Nance County,0.611,1257.0,280.0,62.0,1599.0,78.6,17.5,3.8
1682,NE,Nemaha County,0.429,2068.0,765.0,202.0,3035.0,68.1,25.2,6.7
1683,NE,Nuckolls County,0.632,1709.0,348.0,96.0,2153.0,79.4,16.2,4.5
1684,NE,Otoe County,0.387,4833.0,2017.0,429.0,7279.0,66.4,27.7,5.9
1685,NE,Pawnee County,0.526,970.0,279.0,65.0,1314.0,73.8,21.2,5.0
1686,NE,Perkins County,0.735,1202.0,160.0,56.0,1418.0,84.8,11.3,4.0
1687,NE,Phelps County,0.707,3832.0,571.0,206.0,4609.0,83.1,12.4,4.5
1688,NE,Pierce County,0.746,3052.0,382.0,146.0,3580.0,85.3,10.7,4.1
1689,NE,Platte County,0.587,10864.0,2612.0,571.0,14047.0,77.3,18.6,4.1
1690,NE,Polk County,0.634,2019.0,411.0,108.0,2538.0,79.6,16.2,4.2
1691,NE,Red Willow County,0.706,4212.0,638.0,211.0,5061.0,83.2,12.6,4.2
1692,NE,Richardson County,0.514,2684.0,798.0,184.0,3666.0,73.2,21.8,5.0
1693,NE,Rock County,0.778,687.0,70.0,36.0,793.0,86.6,8.8,4.5
1694,NE,Saline County,0.254,2849.0,1630.0,316.0,4795.0,59.4,34.0,6.6
1695,NE,Sarpy County,0.218,44649.0,27704.0,5428.0,77781.0,57.4,35.6,7.0
1696,NE,Saunders County,0.469,7486.0,2509.0,603.0,10598.0,70.6,23.7,5.7
1697,NE,Scotts Bluff County,0.489,9952.0,3151.0,792.0,13895.0,71.6,22.7,5.7
1698,NE,Seward County,0.46,5451.0,1881.0,422.0,7754.0,70.3,24.3,5.5
1699,NE,Sheridan County,0.743,2192.0,286.0,87.0,2565.0,85.5,11.2,3.4
1700,NE,Sherman County,0.518,1143.0,338.0,72.0,1553.0,73.6,21.8,4.6
1701,NE,Sioux County,0.74,602.0,77.0,30.0,709.0,84.9,10.9,4.3
1702,NE,Stanton County,0.639,2173.0,417.0,158.0,2748.0,79.1,15.2,5.7
1703,NE,Thayer County,0.575,1993.0,490.0,130.0,2613.0,76.3,18.8,5.0
1704,NE,Thomas County,0.811,344.0,30.0,13.0,387.0,88.9,7.8,3.4
1705,NE,Thurston County,0.05,1013.0,911.0,105.0,2029.0,49.9,44.9,5.2
1706,NE,Valley County,0.66,1770.0,337.0,65.0,2172.0,81.5,15.5,3.0
1707,NE,Washington County,0.451,7374.0,2606.0,604.0,10584.0,69.7,24.6,5.7
1708,NE,Wayne County,0.494,2675.0,828.0,237.0,3740.0,71.5,22.1,6.3
1709,NE,Webster County,0.601,1320.0,306.0,61.0,1687.0,78.2,18.1,3.6
1710,NE,Wheeler County,0.686,377.0,62.0,20.0,459.0,82.1,13.5,4.4
1711,NE,York County,0.56,4686.0,1181.0,389.0,6256.0,74.9,18.9,6.2
1712,NV,Carson City,0.141,13125.0,9610.0,2281.0,25016.0,52.5,38.4,9.0
1713,NV,Churchill County,0.514,7828.0,2210.0,898.0,10936.0,71.6,20.2,8.1
1714,NV,Clark County,-0.106,319571.0,401068.0,44782.0,765421.0,41.8,52.4,5.8
1715,NV,Douglas County,0.322,17406.0,8453.0,2012.0,27871.0,62.5,30.3,7.3
1716,NV,Elko County,0.547,13542.0,3400.0,1603.0,18545.0,73.0,18.3,8.5
1717,NV,Esmeralda County,0.624,329.0,65.0,29.0,423.0,77.8,15.4,6.8
1718,NV,Eureka County,0.76,723.0,74.0,57.0,854.0,84.7,8.7,6.6
1719,NV,Humboldt County,0.488,4521.0,1386.0,526.0,6433.0,70.3,21.5,8.2
1720,NV,Lander County,0.591,1828.0,403.0,182.0,2413.0,75.8,16.7,7.6
1721,NV,Lincoln County,0.65,1671.0,285.0,176.0,2132.0,78.4,13.4,8.2
1722,NV,Lyon County,0.415,16005.0,6146.0,1611.0,23762.0,67.4,25.9,6.8
1723,NV,Mineral County,0.271,1179.0,637.0,181.0,1997.0,59.0,31.9,9.2
1724,NV,Nye County,0.42,13320.0,5095.0,1177.0,19592.0,68.0,26.0,5.9
1725,NV,Pershing County,0.491,1403.0,430.0,149.0,1982.0,70.8,21.7,7.5
1726,NV,Storey County,0.338,1616.0,752.0,190.0,2558.0,63.2,29.4,7.4
1727,NV,Washoe County,-0.012,94529.0,97032.0,17721.0,209282.0,45.2,46.4,8.5
1728,NV,White Pine County,0.535,2723.0,707.0,343.0,3773.0,72.2,18.7,9.2
1729,NH,Belknap County,0.168,19315.0,13517.0,1665.0,34497.0,56.0,39.2,4.8
1730,NH,Carroll County,0.056,14635.0,12987.0,1461.0,29083.0,50.3,44.7,5.1
1731,NH,Cheshire County,-0.127,16876.0,22064.0,2180.0,41120.0,41.0,53.7,5.3
1732,NH,Coos County,0.092,7951.0,6558.0,766.0,15275.0,52.1,42.9,5.1
1733,NH,Grafton County,-0.19,19010.0,28508.0,2594.0,50112.0,37.9,56.9,5.2
1734,NH,Hillsborough County,0.003,99873.0,99348.0,11209.0,210430.0,47.5,47.2,5.3
1735,NH,Merrimack County,-0.03,37631.0,40056.0,4039.0,81726.0,46.0,49.0,5.0
1736,NH,Rockingham County,0.058,90447.0,79994.0,8523.0,178964.0,50.5,44.7,4.8
1737,NH,Strafford County,-0.085,29064.0,34884.0,4018.0,67966.0,42.8,51.3,5.9
1738,NH,Sullivan County,0.027,10796.0,10210.0,1123.0,22129.0,48.8,46.1,5.1
1739,NJ,Atlantic County,-0.062,47882.0,54472.0,3384.0,105738.0,45.3,51.5,3.2
1740,NJ,Bergen County,-0.12,163220.0,209251.0,11494.0,383965.0,42.5,54.5,2.9
1741,NJ,Burlington County,-0.148,79539.0,108361.0,7088.0,194988.0,40.8,55.6,3.6
1742,NJ,Camden County,-0.324,71020.0,142375.0,7042.0,220437.0,32.2,64.6,3.1
1743,NJ,Cape May County,0.199,28237.0,18626.0,1512.0,48375.0,58.4,38.5,3.1
1744,NJ,Cumberland County,-0.053,24213.0,27045.0,1760.0,53018.0,45.7,51.0,3.3
1745,NJ,Essex County,-0.564,62059.0,231031.0,6718.0,299808.0,20.7,77.1,2.1
1746,NJ,Gloucester County,0.005,66949.0,66355.0,5084.0,138388.0,48.4,47.9,3.7
1747,NJ,Hudson County,-0.519,45615.0,149980.0,5830.0,201425.0,22.6,74.5,3.0
1748,NJ,Hunterdon County,0.138,38565.0,28797.0,3220.0,70582.0,54.6,40.8,4.4
1749,NJ,Mercer County,-0.362,42604.0,93721.0,5007.0,141332.0,30.1,66.3,3.5
1750,NJ,Middlesex County,-0.197,108981.0,164887.0,8800.0,282668.0,38.6,58.3,3.1
1751,NJ,Monmouth County,0.095,165305.0,135825.0,10344.0,311474.0,53.1,43.6,3.2
1752,NJ,Morris County,0.044,125376.0,114437.0,9035.0,248848.0,50.4,46.0,3.5
1753,NJ,Ocean County,0.34,170103.0,81845.0,7644.0,259592.0,65.5,31.5,2.9
1754,NJ,Passaic County,-0.217,71488.0,112608.0,5003.0,189099.0,37.8,59.5,2.5
1755,NJ,Salem County,0.153,16256.0,11766.0,1198.0,29220.0,55.6,40.3,4.0
1756,NJ,Somerset County,-0.125,64640.0,83839.0,5770.0,154249.0,41.9,54.4,3.7
1757,NJ,Sussex County,0.302,46486.0,24132.0,3242.0,73860.0,62.9,32.7,4.3
1758,NJ,Union County,-0.355,67582.0,145412.0,6391.0,219385.0,30.8,66.3,2.8
1759,NJ,Warren County,0.256,29393.0,16991.0,2058.0,48442.0,60.7,35.1,4.3
1760,NM,Bernalillo County,-0.177,93874.0,141960.0,36170.0,272004.0,34.5,52.2,13.4
1761,NM,Catron County,0.505,1453.0,426.0,156.0,2035.0,71.4,20.9,7.6
1762,NM,Chaves County,0.362,12869.0,5530.0,1862.0,20261.0,63.5,27.3,9.2
1763,NM,Cibola County,-0.067,3179.0,3721.0,1117.0,8017.0,39.7,46.4,13.9
1764,NM,Colfax County,0.086,2569.0,2118.0,615.0,5302.0,48.5,39.9,11.6
1765,NM,Curry County,0.42,7560.0,2776.0,1047.0,11383.0,66.4,24.4,9.3
1766,NM,De Baca County,0.47,617.0,192.0,96.0,905.0,68.2,21.2,10.6
1767,NM,Dona Ana County,-0.178,25095.0,37543.0,7237.0,69875.0,35.9,53.7,10.3
1768,NM,Eddy County,0.415,13124.0,5008.0,1470.0,19602.0,67.0,25.5,7.4
1769,NM,Grant County,-0.077,5251.0,6226.0,1236.0,12713.0,41.3,49.0,9.6
1770,NM,Guadalupe County,-0.204,591.0,962.0,261.0,1814.0,32.6,53.0,14.5
1771,NM,Harding County,0.294,311.0,156.0,60.0,527.0,59.0,29.6,11.4
1772,NM,Hidalgo County,0.067,906.0,780.0,177.0,1863.0,48.6,41.9,9.6
1773,NM,Lea County,0.483,12306.0,3877.0,1266.0,17449.0,70.5,22.2,7.3
1774,NM,Lincoln County,0.4,5889.0,2329.0,674.0,8892.0,66.2,26.2,7.6
1775,NM,Los Alamos County,-0.197,3329.0,5443.0,1944.0,10716.0,31.1,50.8,18.2
1776,NM,Luna County,0.039,3478.0,3195.0,622.0,7295.0,47.7,43.8,8.6
1777,NM,McKinley County,-0.395,4893.0,13162.0,2904.0,20959.0,23.3,62.8,14.0
1778,NM,Mora County,-0.358,662.0,1533.0,239.0,2434.0,27.2,63.0,9.7
1779,NM,Otero County,0.289,11756.0,6033.0,2002.0,19791.0,59.4,30.5,10.1
1780,NM,Quay County,0.334,2208.0,1016.0,343.0,3567.0,61.9,28.5,9.7
1781,NM,Rio Arriba County,-0.402,3583.0,9534.0,1678.0,14795.0,24.2,64.4,11.4
1782,NM,Roosevelt County,0.41,3865.0,1445.0,602.0,5912.0,65.4,24.4,10.2
1783,NM,San Juan County,0.327,27879.0,12826.0,5270.0,45975.0,60.6,27.9,11.5
1784,NM,San Miguel County,-0.463,2302.0,7249.0,1146.0,10697.0,21.5,67.8,10.7
1785,NM,Sandoval County,-0.027,25748.0,27405.0,7993.0,61146.0,42.1,44.8,13.1
1786,NM,Santa Fe County,-0.508,14198.0,49956.0,6222.0,70376.0,20.2,71.0,8.7
1787,NM,Sierra County,0.271,2998.0,1600.0,551.0,5149.0,58.2,31.1,10.7
1788,NM,Socorro County,-0.1,2592.0,3275.0,925.0,6792.0,38.2,48.2,13.6
1789,NM,Taos County,-0.52,2706.0,10550.0,1847.0,15103.0,17.9,69.9,12.1
1790,NM,Torrance County,0.306,3695.0,1770.0,821.0,6286.0,58.8,28.2,13.0
1791,NM,Union County,0.528,1214.0,318.0,165.0,1697.0,71.5,18.7,9.7
1792,NM,Valencia County,0.086,13175.0,10810.0,3524.0,27509.0,47.9,39.3,12.8
1793,NY,Albany County,-0.243,44227.0,74775.0,6642.0,125644.0,35.2,59.5,5.3
