,State,County,Votes_Norm,Trump_Votes,Hillary_Votes,Independent_Votes,Total_Votes,Trump_Perc,Hillary_Perc,Independent_Perc
439,GA,Johnson County,0.375,2519.0,1136.0,27.0,3682.0,68.4,30.9,0.7
440,GA,Jones County,0.347,8304.0,3960.0,260.0,12524.0,66.3,31.6,2.1
441,GA,Lamar County,0.385,5183.0,2267.0,125.0,7575.0,68.4,29.9,1.7
442,GA,Lanier County,0.412,1984.0,805.0,72.0,2861.0,69.3,28.1,2.5
443,GA,Laurens County,0.292,12401.0,6737.0,310.0,19448.0,63.8,34.6,1.6
444,GA,Lee County,0.53,10641.0,3166.0,299.0,14106.0,75.4,22.4,2.1
445,GA,Liberty County,-0.212,6125.0,9531.0,426.0,16082.0,38.1,59.3,2.6
446,GA,Lincoln County,0.363,2759.0,1271.0,70.0,4100.0,67.3,31.0,1.7
447,GA,Long County,0.308,2623.0,1356.0,130.0,4109.0,63.8,33.0,3.2
448,GA,Lowndes County,0.182,21308.0,14614.0,891.0,36813.0,57.9,39.7,2.4
449,GA,Lumpkin County,0.6,9613.0,2216.0,495.0,12324.0,78.0,18.0,4.0
450,GA,Macon County,-0.272,1540.0,2705.0,42.0,4287.0,35.9,63.1,1.0
451,GA,Madison County,0.567,9195.0,2423.0,327.0,11945.0,77.0,20.3,2.7
452,GA,Marion County,0.223,1921.0,1213.0,49.0,3183.0,60.4,38.1,1.5
453,GA,Mcduffie County,0.187,5432.0,3699.0,137.0,9268.0,58.6,39.9,1.5
454,GA,Mcintosh County,0.201,3482.0,2298.0,113.0,5893.0,59.1,39.0,1.9
455,GA,Meriwether County,0.154,5216.0,3800.0,165.0,9181.0,56.8,41.4,1.8
456,GA,Miller County,0.498,1888.0,622.0,30.0,2540.0,74.3,24.5,1.2
457,GA,Mitchell County,0.1,4272.0,3492.0,93.0,7857.0,54.4,44.4,1.2
458,GA,Monroe County,0.414,8821.0,3570.0,284.0,12675.0,69.6,28.2,2.2
459,GA,Montgomery County,0.511,2668.0,847.0,45.0,3560.0,74.9,23.8,1.3
460,GA,Morgan County,0.413,6559.0,2658.0,218.0,9435.0,69.5,28.2,2.3
461,GA,Murray County,0.687,10340.0,1799.0,283.0,12422.0,83.2,14.5,2.3
462,GA,Muscogee County,-0.186,26901.0,39602.0,1817.0,68320.0,39.4,58.0,2.7
463,GA,Newton County,-0.024,20907.0,21936.0,944.0,43787.0,47.7,50.1,2.2
464,GA,Oconee County,0.401,12885.0,5253.0,892.0,19030.0,67.7,27.6,4.7
465,GA,Oglethorpe County,0.42,4622.0,1829.0,199.0,6650.0,69.5,27.5,3.0
466,GA,Paulding County,0.412,44646.0,18004.0,1951.0,64601.0,69.1,27.9,3.0
467,GA,Peach County,0.03,5405.0,5083.0,211.0,10699.0,50.5,47.5,2.0
468,GA,Pickens County,0.692,11651.0,1977.0,354.0,13982.0,83.3,14.1,2.5
469,GA,Pierce County,0.74,6301.0,903.0,93.0,7297.0,86.4,12.4,1.3
470,GA,Pike County,0.695,7273.0,1239.0,163.0,8675.0,83.8,14.3,1.9
471,GA,Polk County,0.575,11006.0,2863.0,289.0,14158.0,77.7,20.2,2.0
472,GA,Pulaski County,0.37,2436.0,1104.0,58.0,3598.0,67.7,30.7,1.6
473,GA,Putnam County,0.4,6516.0,2745.0,170.0,9431.0,69.1,29.1,1.8
474,GA,Quitman County,0.109,575.0,461.0,8.0,1044.0,55.1,44.2,0.8
475,GA,Rabun County,0.609,6287.0,1443.0,219.0,7949.0,79.1,18.2,2.8
476,GA,Randolph County,-0.113,1270.0,1597.0,28.0,2895.0,43.9,55.2,1.0
477,GA,Richmond County,-0.324,24441.0,48707.0,1804.0,74952.0,32.6,65.0,2.4
478,GA,Rockdale County,-0.259,13463.0,23206.0,920.0,37589.0,35.8,61.7,2.4
479,GA,Schley County,0.561,1472.0,401.0,36.0,1909.0,77.1,21.0,1.9
480,GA,Screven County,0.176,3305.0,2300.0,94.0,5699.0,58.0,40.4,1.6
481,GA,Seminole County,0.323,2343.0,1186.0,48.0,3577.0,65.5,33.2,1.3
482,GA,Spalding County,0.243,15636.0,9347.0,957.0,25940.0,60.3,36.0,3.7
483,GA,Stephens County,0.599,7682.0,1835.0,243.0,9760.0,78.7,18.8,2.5
484,GA,Stewart County,-0.202,805.0,1220.0,28.0,2053.0,39.2,59.4,1.4
485,GA,Sumter County,-0.022,5275.0,5520.0,178.0,10973.0,48.1,50.3,1.6
486,GA,Talbot County,-0.248,1196.0,2001.0,46.0,3243.0,36.9,61.7,1.4
487,GA,Taliaferro County,-0.219,349.0,545.0,3.0,897.0,38.9,60.8,0.3
488,GA,Tattnall County,0.496,5092.0,1678.0,109.0,6879.0,74.0,24.4,1.6
489,GA,Taylor County,0.225,2062.0,1295.0,45.0,3402.0,60.6,38.1,1.3
490,GA,Telfair County,0.299,2449.0,1313.0,32.0,3794.0,64.5,34.6,0.8
491,GA,Terrell County,-0.094,1872.0,2267.0,40.0,4179.0,44.8,54.2,1.0
492,GA,Thomas County,0.218,11225.0,7138.0,367.0,18730.0,59.9,38.1,2.0
493,GA,Tift County,0.374,8680.0,3892.0,224.0,12796.0,67.8,30.4,1.8
494,GA,Toombs County,0.469,6612.0,2338.0,158.0,9108.0,72.6,25.7,1.7
495,GA,Towns County,0.62,5377.0,1206.0,143.0,6726.0,79.9,17.9,2.1
496,GA,Treutlen County,0.351,1808.0,860.0,32.0,2700.0,67.0,31.9,1.2
497,GA,Troup County,0.234,15643.0,9597.0,553.0,25793.0,60.6,37.2,2.1
498,GA,Turner County,0.251,2094.0,1243.0,53.0,3390.0,61.8,36.7,1.6
499,GA,Twiggs County,0.016,2034.0,1970.0,49.0,4053.0,50.2,48.6,1.2
500,GA,Union County,0.655,9849.0,1962.0,228.0,12039.0,81.8,16.3,1.9
501,GA,Upson County,0.349,7288.0,3471.0,165.0,10924.0,66.7,31.8,1.5
502,GA,Walker County,0.615,18938.0,4213.0,788.0,23939.0,79.1,17.6,3.3
503,GA,Walton County,0.564,31093.0,8279.0,1053.0,40425.0,76.9,20.5,2.6
504,GA,Ware County,0.417,8508.0,3436.0,206.0,12150.0,70.0,28.3,1.7
505,GA,Warren County,-0.138,991.0,1313.0,28.0,2332.0,42.5,56.3,1.2
506,GA,Washington County,-0.006,4138.0,4187.0,97.0,8422.0,49.1,49.7,1.2
507,GA,Wayne County,0.588,8147.0,2039.0,190.0,10376.0,78.5,19.7,1.8
508,GA,Webster County,0.143,630.0,471.0,13.0,1114.0,56.6,42.3,1.2
509,GA,Wheeler County,0.369,1421.0,646.0,35.0,2102.0,67.6,30.7,1.7
510,GA,White County,0.686,9751.0,1672.0,348.0,11771.0,82.8,14.2,3.0
511,GA,Whitfield County,0.448,21514.0,7925.0,923.0,30362.0,70.9,26.1,3.0
512,GA,Wilcox County,0.418,2096.0,852.0,25.0,2973.0,70.5,28.7,0.8
513,GA,Wilkes County,0.162,2569.0,1844.0,57.0,4470.0,57.5,41.3,1.3
514,GA,Wilkinson County,0.102,2332.0,1893.0,51.0,4276.0,54.5,44.3,1.2
515,GA,Worth County,0.499,6144.0,2015.0,107.0,8266.0,74.3,24.4,1.3
516,ID,Ada County,0.092,93748.0,75676.0,26163.0,195587.0,47.9,38.7,13.3
517,ID,Adams County,0.523,1556.0,415.0,212.0,2183.0,71.3,19.0,9.7
518,ID,Bannock County,0.204,17180.0,10342.0,5883.0,33405.0,51.4,31.0,17.6
519,ID,Bear Lake County,0.665,2203.0,255.0,470.0,2928.0,75.2,8.7,16.1
520,ID,Benewah County,0.554,3101.0,780.0,311.0,4192.0,74.0,18.6,7.4
521,ID,Bingham County,0.48,10907.0,2924.0,2794.0,16625.0,65.6,17.6,16.7
522,ID,Blaine County,-0.287,3340.0,6416.0,967.0,10723.0,31.1,59.8,9.0
523,ID,Boise County,0.497,2673.0,777.0,362.0,3812.0,70.1,20.4,9.4
524,ID,Bonner County,0.302,10220.0,5140.0,1455.0,16815.0,60.8,30.6,8.7
525,ID,Bonneville County,0.402,26699.0,8930.0,8583.0,44212.0,60.4,20.2,19.4
526,ID,Boundary County,0.555,3789.0,933.0,428.0,5150.0,73.6,18.1,8.2
527,ID,Butte County,0.613,914.0,160.0,156.0,1230.0,74.3,13.0,12.7
528,ID,Camas County,0.5,410.0,110.0,79.0,599.0,68.4,18.4,13.1
529,ID,Canyon County,0.417,46755.0,16683.0,8569.0,72007.0,64.9,23.2,11.9
530,ID,Caribou County,0.661,2275.0,271.0,489.0,3035.0,75.0,8.9,16.2
531,ID,Cassia County,0.6,5949.0,1036.0,1193.0,8178.0,72.7,12.7,14.6
532,ID,Clark County,0.562,203.0,44.0,36.0,283.0,71.7,15.5,12.7
533,ID,Clearwater County,0.565,2852.0,704.0,245.0,3801.0,75.0,18.5,6.5
534,ID,Custer County,0.559,1777.0,427.0,209.0,2413.0,73.6,17.7,8.7
535,ID,Elmore County,0.47,5816.0,1814.0,889.0,8519.0,68.3,21.3,10.4
536,ID,Franklin County,0.639,3901.0,385.0,1213.0,5499.0,70.9,7.0,22.0
537,ID,Fremont County,0.602,4091.0,651.0,972.0,5714.0,71.6,11.4,16.9
538,ID,Gem County,0.597,5980.0,1229.0,743.0,7952.0,75.2,15.5,9.3
539,ID,Gooding County,0.542,3743.0,930.0,518.0,5191.0,72.1,17.9,9.9
540,ID,Idaho County,0.638,6441.0,1196.0,586.0,8223.0,78.3,14.5,7.1
541,ID,Jefferson County,0.65,8436.0,976.0,2059.0,11471.0,73.5,8.5,18.0
542,ID,Jerome County,0.491,7347.0,2117.0,1203.0,10667.0,68.9,19.8,11.4
543,ID,Kootenai County,0.426,44449.0,16264.0,5573.0,66286.0,67.1,24.5,8.3
544,ID,Latah County,-0.046,7255.0,8093.0,2798.0,18146.0,40.0,44.6,15.5
545,ID,Lemhi County,0.56,3011.0,733.0,324.0,4068.0,74.0,18.0,8.0
546,ID,Lewis County,0.586,1202.0,270.0,118.0,1590.0,75.6,17.0,7.4
547,ID,Lincoln County,0.471,1184.0,360.0,204.0,1748.0,67.7,20.6,11.5
548,ID,Madison County,0.493,8941.0,1201.0,5545.0,15687.0,57.0,7.7,35.4
549,ID,Minidoka County,0.541,4887.0,1167.0,816.0,6870.0,71.1,17.0,11.9
550,ID,Nez Perce County,0.341,10699.0,4828.0,1668.0,17195.0,62.2,28.1,9.6
551,ID,Oneida County,0.651,1531.0,184.0,353.0,2068.0,74.0,8.9,17.0
552,ID,Owyhee County,0.628,3052.0,591.0,277.0,3920.0,77.9,15.1,7.3
553,ID,Payette County,0.599,4306.0,892.0,505.0,5703.0,75.5,15.6,8.9
554,ID,Power County,0.351,1666.0,699.0,393.0,2758.0,60.4,25.3,14.1
555,ID,Shoshone County,0.374,3297.0,1384.0,439.0,5120.0,64.4,27.0,8.6
556,ID,Teton County,0.001,2161.0,2157.0,648.0,4966.0,43.5,43.4,13.0
557,ID,Twin Falls County,0.445,21063.0,6844.0,3986.0,31893.0,66.0,21.5,12.5
558,ID,Valley County,0.185,2906.0,1913.0,530.0,5349.0,54.3,35.8,9.9
559,ID,Washington County,0.563,3283.0,776.0,395.0,4454.0,73.7,17.4,8.9
560,IL,Adams County,0.476,22732.0,7633.0,1405.0,31770.0,71.6,24.0,4.4
561,IL,Alexander County,0.082,1496.0,1262.0,62.0,2820.0,53.0,44.8,2.2
562,IL,Bond County,0.378,4884.0,2066.0,512.0,7462.0,65.5,27.7,6.9
563,IL,Boone County,0.146,12261.0,8952.0,1391.0,22604.0,54.2,39.6,6.2
564,IL,Brown County,0.557,1776.0,475.0,85.0,2336.0,76.0,20.3,3.6
565,IL,Bureau County,0.199,9264.0,6010.0,1029.0,16303.0,56.8,36.9,6.3
566,IL,Calhoun County,0.384,1719.0,739.0,98.0,2556.0,67.3,28.9,3.8
567,IL,Carroll County,0.271,4428.0,2437.0,489.0,7354.0,60.2,33.1,6.6
568,IL,Cass County,0.316,3216.0,1617.0,221.0,5054.0,63.6,32.0,4.4
569,IL,Champaign County,-0.184,33235.0,49694.0,6267.0,89196.0,37.3,55.7,7.0
570,IL,Christian County,0.427,10522.0,3982.0,806.0,15310.0,68.7,26.0,5.3
571,IL,Clark County,0.479,5620.0,1873.0,326.0,7819.0,71.9,24.0,4.1
572,IL,Clay County,0.636,5009.0,1014.0,255.0,6278.0,79.8,16.2,4.1
573,IL,Clinton County,0.49,12394.0,3939.0,935.0,17268.0,71.8,22.8,5.4
574,IL,Coles County,0.264,12985.0,7285.0,1310.0,21580.0,60.2,33.8,6.0
575,IL,Cook County,-0.53,440213.0,1528582.0,86420.0,2055215.0,21.4,74.4,4.2
576,IL,Crawford County,0.491,6146.0,1969.0,392.0,8507.0,72.2,23.1,4.6
577,IL,Cumberland County,0.576,4200.0,1028.0,285.0,5513.0,76.2,18.6,5.2
578,IL,DeKalb County,-0.031,19051.0,20348.0,3206.0,42605.0,44.7,47.8,7.5
579,IL,DeWitt County,0.424,5072.0,1907.0,490.0,7469.0,67.9,25.5,6.5
580,IL,Douglas County,0.463,5695.0,1946.0,448.0,8089.0,70.4,24.1,5.5
581,IL,Dupage County,-0.141,164355.0,222499.0,26075.0,412929.0,39.8,53.9,6.3
582,IL,Edgar County,0.496,5634.0,1778.0,371.0,7783.0,72.4,22.8,4.8
583,IL,Edwards County,0.708,2777.0,432.0,103.0,3312.0,83.8,13.0,3.1
584,IL,Effingham County,0.605,13613.0,3071.0,744.0,17428.0,78.1,17.6,4.3
585,IL,Fayette County,0.583,7363.0,1814.0,338.0,9515.0,77.4,19.1,3.6
586,IL,Ford County,0.487,4474.0,1410.0,405.0,6289.0,71.1,22.4,6.5
587,IL,Franklin County,0.453,13101.0,4711.0,721.0,18533.0,70.7,25.4,3.9
588,IL,Fulton County,0.151,8482.0,6118.0,1009.0,15609.0,54.3,39.2,6.5
589,IL,Gallatin County,0.478,1942.0,656.0,93.0,2691.0,72.2,24.4,3.4
590,IL,Greene County,0.53,4139.0,1202.0,201.0,5542.0,74.7,21.7,3.6
591,IL,Grundy County,0.236,13417.0,8021.0,1453.0,22891.0,58.6,35.0,6.3
592,IL,Hamilton County,0.581,3205.0,800.0,138.0,4143.0,77.4,19.3,3.4
593,IL,Hancock County,0.508,5713.0,1744.0,361.0,7818.0,73.1,22.3,4.6
594,IL,Hardin County,0.578,1650.0,419.0,64.0,2133.0,77.4,19.6,3.0
595,IL,Henderson County,0.288,2153.0,1151.0,176.0,3480.0,61.9,33.1,5.0
596,IL,Henry County,0.211,13962.0,8835.0,1435.0,24232.0,57.6,36.5,5.9
597,IL,Iroquois County,0.56,9728.0,2496.0,699.0,12923.0,75.3,19.3,5.5
598,IL,Jackson County,-0.03,10889.0,11619.0,2001.0,24509.0,44.4,47.4,8.2
599,IL,Jasper County,0.597,3973.0,924.0,207.0,5104.0,77.8,18.1,4.0
600,IL,Jefferson County,0.433,11681.0,4408.0,729.0,16818.0,69.5,26.2,4.3
601,IL,Jersey County,0.464,7737.0,2673.0,499.0,10909.0,70.9,24.5,4.6
602,IL,Jo Daviess County,0.149,6113.0,4452.0,612.0,11177.0,54.7,39.8,5.4
603,IL,Johnson County,0.583,4644.0,1135.0,238.0,6017.0,77.2,18.9,3.9
604,IL,Kane County,-0.09,82087.0,99389.0,12024.0,193500.0,42.4,51.4,6.2
605,IL,Kankakee County,0.133,25081.0,18908.0,2567.0,46556.0,53.9,40.6,5.6
606,IL,Kendall County,0.015,24152.0,23392.0,3271.0,50815.0,47.5,46.0,6.4
607,IL,Knox County,0.032,10658.0,9939.0,1367.0,21964.0,48.5,45.3,6.2
608,IL,LaSalle County,0.144,26269.0,19277.0,2901.0,48447.0,54.2,39.8,6.0
609,IL,Lake County,-0.203,108608.0,168186.0,16780.0,293574.0,37.0,57.3,5.7
610,IL,Lawrence County,0.535,4517.0,1288.0,234.0,6039.0,74.8,21.3,3.9
611,IL,Lee County,0.204,8597.0,5499.0,1119.0,15215.0,56.5,36.1,7.4
612,IL,Livingston County,0.41,10197.0,4005.0,894.0,15096.0,67.5,26.5,5.9
613,IL,Logan County,0.401,8167.0,3301.0,662.0,12130.0,67.3,27.2,5.5
614,IL,Macon County,0.181,26782.0,18211.0,2290.0,47283.0,56.6,38.5,4.9
615,IL,Macoupin County,0.35,14194.0,6532.0,1155.0,21881.0,64.9,29.9,5.3
616,IL,Madison County,0.156,70295.0,50336.0,7271.0,127902.0,55.0,39.4,5.7
617,IL,Marion County,0.448,11677.0,4231.0,692.0,16600.0,70.3,25.5,4.2
618,IL,Marshall County,0.338,3776.0,1784.0,343.0,5903.0,64.0,30.2,5.8
619,IL,Mason County,0.318,4051.0,2008.0,374.0,6433.0,63.0,31.2,5.8
620,IL,Massac County,0.496,4844.0,1555.0,234.0,6633.0,73.0,23.4,3.5
621,IL,McDonough County,0.117,6789.0,5278.0,843.0,12910.0,52.6,40.9,6.5
622,IL,McHenry County,0.08,71117.0,59827.0,9201.0,140145.0,50.7,42.7,6.6
623,IL,McLean County,0.014,37081.0,35918.0,5996.0,78995.0,46.9,45.5,7.6
624,IL,Menard County,0.378,4230.0,1808.0,385.0,6423.0,65.9,28.1,6.0
625,IL,Mercer County,0.206,4800.0,3061.0,556.0,8417.0,57.0,36.4,6.6
626,IL,Monroe County,0.371,12614.0,5522.0,938.0,19074.0,66.1,29.0,4.9
627,IL,Montgomery County,0.4,8616.0,3490.0,723.0,12829.0,67.2,27.2,5.6
628,IL,Morgan County,0.299,9060.0,4693.0,854.0,14607.0,62.0,32.1,5.9
629,IL,Moultrie County,0.479,4453.0,1476.0,280.0,6209.0,71.7,23.8,4.5
630,IL,Ogle County,0.266,14344.0,8025.0,1429.0,23798.0,60.3,33.7,6.1
631,IL,Peoria County,-0.027,35299.0,37436.0,4730.0,77465.0,45.6,48.3,6.1
632,IL,Perry County,0.451,6816.0,2433.0,457.0,9706.0,70.2,25.1,4.8
633,IL,Piatt County,0.336,5623.0,2633.0,643.0,8899.0,63.2,29.6,7.3
634,IL,Pike County,0.582,5749.0,1412.0,297.0,7458.0,77.1,18.9,3.9
635,IL,Pope County,0.612,1678.0,374.0,80.0,2132.0,78.7,17.5,3.7
636,IL,Pulaski County,0.31,1583.0,817.0,73.0,2473.0,64.0,33.0,3.0
637,IL,Putnam County,0.201,1762.0,1143.0,171.0,3076.0,57.3,37.2,5.5
638,IL,Randolph County,0.468,9992.0,3421.0,619.0,14032.0,71.2,24.4,4.5
