State,County,Votes_Norm,Trump_Votes,Hillary_Votes,Independent_Votes,Total_Votes,Trump_Perc,Hillary_Perc,Independent_Perc
iowa,Greene County,0.23800000000000004,2819.0,1688.0,255.0,4762.0,59.2,35.4,5.4
iowa,Grundy County,0.3940000000000001,4516.0,1847.0,403.0,6766.0,66.7,27.3,6.0
iowa,Guthrie County,0.333,3603.0,1720.0,331.0,5654.0,63.7,30.4,5.9
iowa,Hamilton County,0.22800000000000004,4450.0,2715.0,424.0,7589.0,58.6,35.8,5.6
iowa,Hancock County,0.4109999999999999,3972.0,1582.0,261.0,5815.0,68.3,27.2,4.4
iowa,Hardin County,0.29200000000000004,5231.0,2774.0,418.0,8423.0,62.1,32.9,4.8
iowa,Harrison County,0.375,4892.0,2123.0,363.0,7378.0,66.3,28.8,4.8
iowa,Henry County,0.309,5764.0,2897.0,625.0,9286.0,62.1,31.2,6.7
iowa,Howard County,0.20799999999999996,2611.0,1674.0,222.0,4507.0,57.9,37.1,4.8
iowa,Humboldt County,0.45899999999999996,3564.0,1251.0,218.0,5033.0,70.8,24.9,4.3
iowa,Ida County,0.519,2655.0,792.0,143.0,3590.0,74.0,22.1,4.1
iowa,Iowa County,0.24200000000000002,5193.0,3070.0,526.0,8789.0,59.1,34.9,6.0
iowa,Jackson County,0.19399999999999998,5821.0,3837.0,546.0,10204.0,57.0,37.6,5.2
iowa,Jasper County,0.18300000000000005,10556.0,7108.0,1112.0,18776.0,56.2,37.9,5.9
iowa,Jefferson County,0.0040000000000000565,3738.0,3702.0,561.0,8001.0,46.7,46.3,7.1
iowa,Johnson County,-0.382,20993.0,49942.0,4702.0,75637.0,27.8,66.0,6.2
iowa,Jones County,0.19399999999999998,5718.0,3779.0,514.0,10011.0,57.1,37.7,5.0
iowa,Keokuk County,0.43700000000000006,3385.0,1265.0,208.0,4858.0,69.7,26.0,4.2
iowa,Kossuth County,0.36599999999999994,5637.0,2529.0,339.0,8505.0,66.3,29.7,4.0
iowa,Lee County,0.161,8762.0,6195.0,936.0,15893.0,55.1,39.0,5.8
iowa,Linn County,-0.09,48183.0,58481.0,8000.0,114664.0,42.0,51.0,6.9
iowa,Louisa County,0.287,3060.0,1643.0,240.0,4943.0,61.9,33.2,4.9
iowa,Lucas County,0.38100000000000006,2873.0,1236.0,188.0,4297.0,66.9,28.8,4.4
iowa,Lyon County,0.674,5188.0,917.0,231.0,6336.0,81.9,14.5,3.7
iowa,Madison County,0.313,5336.0,2666.0,521.0,8523.0,62.6,31.3,6.1
iowa,Mahaska County,0.45799999999999996,7404.0,2606.0,484.0,10494.0,70.6,24.8,4.6
iowa,Marion County,0.311,10940.0,5469.0,1145.0,17554.0,62.3,31.2,6.5
iowa,Marshall County,0.085,9125.0,7623.0,952.0,17700.0,51.6,43.1,5.4
iowa,Mills County,0.39100000000000007,5050.0,2080.0,478.0,7608.0,66.4,27.3,6.2
iowa,Mitchell County,0.24199999999999997,3180.0,1879.0,301.0,5360.0,59.3,35.1,5.5
iowa,Monona County,0.413,3115.0,1244.0,166.0,4525.0,68.8,27.5,3.7
iowa,Monroe County,0.41100000000000003,2635.0,1053.0,156.0,3844.0,68.5,27.4,4.0
iowa,Montgomery County,0.423,3431.0,1312.0,255.0,4998.0,68.6,26.3,5.1
iowa,Muscatine County,0.06600000000000002,9549.0,8284.0,1253.0,19086.0,50.0,43.4,6.5
iowa,O'Brien County,0.601,5735.0,1314.0,299.0,7348.0,78.0,17.9,4.1
iowa,Osceola County,0.618,2528.0,552.0,117.0,3197.0,79.1,17.3,3.6
iowa,Page County,0.442,4875.0,1801.0,292.0,6968.0,70.0,25.8,4.1
iowa,Palo Alto County,0.3610000000000001,3079.0,1395.0,200.0,4674.0,65.9,29.8,4.3
iowa,Plymouth County,0.52,9659.0,2878.0,520.0,13057.0,74.0,22.0,3.9
iowa,Pocahontas County,0.45199999999999996,2692.0,962.0,177.0,3831.0,70.3,25.1,4.7
iowa,Polk County,-0.115,93421.0,119671.0,15328.0,228420.0,40.9,52.4,6.7
iowa,Pottawattamie County,0.21600000000000003,24441.0,15341.0,2444.0,42226.0,57.9,36.3,5.8
iowa,Poweshiek County,0.06799999999999998,4936.0,4272.0,485.0,9693.0,50.9,44.1,5.0
iowa,Ringgold County,0.39699999999999996,1820.0,753.0,111.0,2684.0,67.8,28.1,4.3
iowa,Sac County,0.4699999999999999,3692.0,1269.0,197.0,5158.0,71.6,24.6,3.8
iowa,Scott County,-0.015,39083.0,40302.0,5493.0,84878.0,46.0,47.5,6.4
iowa,Shelby County,0.42900000000000005,4340.0,1649.0,281.0,6270.0,69.2,26.3,4.4
iowa,Sioux County,0.694,14761.0,2289.0,939.0,17989.0,82.1,12.7,5.3
iowa,Story County,-0.12199999999999996,19111.0,25085.0,4714.0,48910.0,39.1,51.3,9.6
iowa,Tama County,0.205,4968.0,3194.0,474.0,8636.0,57.5,37.0,5.3
iowa,Taylor County,0.451,2108.0,755.0,140.0,3003.0,70.2,25.1,4.7
iowa,Union County,0.277,3521.0,1920.0,327.0,5768.0,61.0,33.3,5.8
iowa,Van Buren County,0.477,2524.0,843.0,159.0,3526.0,71.6,23.9,4.5
iowa,Wapello County,0.20800000000000005,8710.0,5591.0,695.0,14996.0,58.1,37.3,4.5
iowa,Warren County,0.16399999999999998,14773.0,10371.0,1772.0,26916.0,54.9,38.5,6.6
iowa,Washington County,0.20600000000000002,6170.0,3938.0,716.0,10824.0,57.0,36.4,6.5
iowa,Wayne County,0.46199999999999997,2069.0,719.0,133.0,2921.0,70.8,24.6,4.5
iowa,Webster County,0.21799999999999997,10049.0,6293.0,897.0,17239.0,58.3,36.5,5.2
iowa,Winnebago County,0.265,3437.0,1920.0,360.0,5717.0,60.1,33.6,6.3
iowa,Winneshiek County,0.007999999999999972,5332.0,5238.0,647.0,11217.0,47.5,46.7,5.8
iowa,Woodbury County,0.19899999999999998,24627.0,16102.0,2204.0,42933.0,57.4,37.5,5.1
iowa,Worth County,0.21799999999999997,2443.0,1523.0,250.0,4216.0,57.9,36.1,6.0
iowa,Wright County,0.319,3790.0,1890.0,269.0,5949.0,63.7,31.8,4.4
kansas,Allen County,0.41,3575.0,1398.0,341.0,5314.0,67.3,26.3,6.4
kansas,Anderson County,0.525,2386.0,665.0,226.0,3277.0,72.8,20.3,6.9
kansas,Atchison County,0.31800000000000006,3977.0,1946.0,470.0,6393.0,62.2,30.4,7.3
kansas,Barber County,0.698,1822.0,281.0,106.0,2209.0,82.5,12.7,4.8
kansas,Barton County,0.589,7766.0,1823.0,499.0,10088.0,77.0,18.1,4.9
kansas,Bourbon County,0.508,4314.0,1306.0,298.0,5918.0,72.9,22.1,5.0
kansas,Brown County,0.507,2861.0,850.0,249.0,3960.0,72.2,21.5,6.2
kansas,Butler County,0.45400000000000007,18781.0,6489.0,1781.0,27051.0,69.4,24.0,6.5
kansas,Chase County,0.485,964.0,313.0,65.0,1342.0,71.8,23.3,4.8
kansas,Chautauqua County,0.713,1552.0,236.0,57.0,1845.0,84.1,12.8,3.1
kansas,Cherokee County,0.484,6017.0,1959.0,410.0,8386.0,71.8,23.4,4.9
kansas,Cheyenne County,0.6990000000000001,1172.0,188.0,49.0,1409.0,83.2,13.3,3.5
kansas,Clark County,0.7070000000000001,813.0,118.0,52.0,983.0,82.7,12.0,5.3
kansas,Clay County,0.5820000000000001,2831.0,665.0,231.0,3727.0,76.0,17.8,6.2
kansas,Cloud County,0.551,2856.0,744.0,231.0,3831.0,74.5,19.4,6.0
kansas,Coffey County,0.574,2990.0,719.0,253.0,3962.0,75.5,18.1,6.4
kansas,Comanche County,0.704,705.0,102.0,50.0,857.0,82.3,11.9,5.9
kansas,Cowley County,0.377,8016.0,3436.0,719.0,12171.0,65.9,28.2,5.9
kansas,Crawford County,0.23099999999999996,8394.0,5064.0,946.0,14404.0,58.3,35.2,6.6
kansas,Decatur County,0.714,1220.0,178.0,62.0,1460.0,83.6,12.2,4.3
kansas,Dickinson County,0.539,5905.0,1582.0,521.0,8008.0,73.7,19.8,6.5
kansas,Doniphan County,0.6,2601.0,584.0,181.0,3366.0,77.3,17.3,5.4
kansas,Douglas County,-0.327,14308.0,30089.0,3834.0,48231.0,29.7,62.4,8.0
kansas,Edwards County,0.631,1033.0,208.0,67.0,1308.0,79.0,15.9,5.1
kansas,Elk County,0.705,1048.0,160.0,51.0,1259.0,83.2,12.7,4.1
kansas,Ellis County,0.484,8311.0,2669.0,680.0,11660.0,71.3,22.9,5.8
kansas,Ellsworth County,0.5399999999999999,1933.0,515.0,178.0,2626.0,73.6,19.6,6.8
kansas,Finney County,0.324,6155.0,3006.0,570.0,9731.0,63.3,30.9,5.9
kansas,Ford County,0.39899999999999997,4994.0,2032.0,399.0,7425.0,67.3,27.4,5.3
kansas,Franklin County,0.3940000000000001,7025.0,2829.0,804.0,10658.0,65.9,26.5,7.5
kansas,Geary County,0.21700000000000003,4116.0,2569.0,444.0,7129.0,57.7,36.0,6.2
kansas,Gove County,0.737,1127.0,149.0,52.0,1328.0,84.9,11.2,3.9
kansas,Graham County,0.655,1013.0,185.0,67.0,1265.0,80.1,14.6,5.3
kansas,Grant County,0.5740000000000001,1755.0,427.0,129.0,2311.0,75.9,18.5,5.5
kansas,Gray County,0.693,1651.0,257.0,103.0,2011.0,82.1,12.8,5.1
kansas,Greeley County,0.688,523.0,83.0,33.0,639.0,81.8,13.0,5.2
kansas,Greenwood County,0.591,2146.0,484.0,181.0,2811.0,76.3,17.2,6.4
kansas,Hamilton County,0.68,690.0,114.0,43.0,847.0,81.5,13.5,5.0
kansas,Harper County,0.622,1950.0,388.0,175.0,2513.0,77.6,15.4,7.0
kansas,Harvey County,0.24100000000000002,8503.0,5006.0,1031.0,14540.0,58.5,34.4,7.1
kansas,Haskell County,0.603,1011.0,228.0,61.0,1300.0,77.8,17.5,4.7
kansas,Hodgeman County,0.7170000000000001,845.0,124.0,37.0,1006.0,84.0,12.3,3.7
kansas,Jackson County,0.41900000000000004,3888.0,1489.0,350.0,5727.0,67.9,26.0,6.1
kansas,Jefferson County,0.322,5112.0,2483.0,556.0,8151.0,62.7,30.5,6.8
kansas,Jewell County,0.6910000000000001,1204.0,180.0,99.0,1483.0,81.2,12.1,6.7
kansas,Johnson County,0.026999999999999958,133907.0,126324.0,19522.0,279753.0,47.9,45.2,6.9
kansas,Kearny County,0.622,1048.0,224.0,53.0,1325.0,79.1,16.9,4.0
kansas,Kingman County,0.5830000000000001,2507.0,594.0,180.0,3281.0,76.4,18.1,5.5
kansas,Kiowa County,0.7269999999999999,855.0,111.0,57.0,1023.0,83.6,10.9,5.6
kansas,Labette County,0.3789999999999999,5232.0,2234.0,453.0,7919.0,66.1,28.2,5.7
kansas,Lane County,0.698,684.0,104.0,43.0,831.0,82.3,12.5,5.1
kansas,Leavenworth County,0.24700000000000003,17387.0,10064.0,2225.0,29676.0,58.6,33.9,7.5
kansas,Lincoln County,0.659,1168.0,214.0,66.0,1448.0,80.7,14.8,4.6
kansas,Linn County,0.6210000000000001,3377.0,721.0,181.0,4279.0,78.9,16.8,4.2
kansas,Logan County,0.7230000000000001,1124.0,149.0,75.0,1348.0,83.4,11.1,5.6
kansas,Lyon County,0.16200000000000003,6354.0,4456.0,935.0,11745.0,54.1,37.9,8.0
kansas,Marion County,0.504,3928.0,1177.0,360.0,5465.0,71.9,21.5,6.5
kansas,Marshall County,0.478,3250.0,1060.0,268.0,4578.0,71.0,23.2,5.9
kansas,Mcpherson County,0.41999999999999993,8407.0,3183.0,853.0,12443.0,67.6,25.6,6.8
kansas,Meade County,0.7070000000000001,1390.0,206.0,79.0,1675.0,83.0,12.3,4.7
kansas,Miami County,0.4010000000000001,9839.0,3949.0,924.0,14712.0,66.9,26.8,6.2
kansas,Mitchell County,0.619,2216.0,469.0,139.0,2824.0,78.5,16.6,4.9
kansas,Montgomery County,0.508,8466.0,2557.0,600.0,11623.0,72.8,22.0,5.2
kansas,Morris County,0.4690000000000001,1790.0,586.0,192.0,2568.0,69.7,22.8,7.4
kansas,Morton County,0.711,970.0,145.0,45.0,1160.0,83.6,12.5,3.9
kansas,Nemaha County,0.667,4066.0,714.0,245.0,5025.0,80.9,14.2,4.8
kansas,Neosho County,0.46799999999999997,4340.0,1464.0,347.0,6151.0,70.6,23.8,5.7
kansas,Ness County,0.7360000000000001,1216.0,160.0,59.0,1435.0,84.7,11.1,4.1
kansas,Norton County,0.7,1808.0,277.0,105.0,2190.0,82.6,12.6,4.8
kansas,Osage County,0.43300000000000005,4713.0,1730.0,451.0,6894.0,68.4,25.1,6.5
kansas,Osborne County,0.688,1437.0,231.0,85.0,1753.0,82.0,13.2,4.9
kansas,Ottawa County,0.6410000000000001,2261.0,424.0,181.0,2866.0,78.9,14.8,6.3
kansas,Pawnee County,0.5010000000000001,1872.0,567.0,163.0,2602.0,71.9,21.8,6.3
kansas,Phillips County,0.73,2200.0,296.0,115.0,2611.0,84.3,11.3,4.4
kansas,Pottawatomie County,0.507,7451.0,2191.0,717.0,10359.0,71.9,21.2,6.9
kansas,Pratt County,0.54,2824.0,769.0,213.0,3806.0,74.2,20.2,5.6
kansas,Rawlins County,0.725,1209.0,160.0,79.0,1448.0,83.5,11.0,5.5
kansas,Reno County,0.3600000000000001,15100.0,6670.0,1678.0,23448.0,64.4,28.4,7.2
kansas,Republic County,0.653,1993.0,370.0,121.0,2484.0,80.2,14.9,4.9
kansas,Rice County,0.5559999999999999,2652.0,668.0,247.0,3567.0,74.3,18.7,6.9
kansas,Riley County,0.045,9817.0,8892.0,1766.0,20475.0,47.9,43.4,8.6
kansas,Rooks County,0.726,1999.0,273.0,106.0,2378.0,84.1,11.5,4.4
kansas,Rush County,0.645,1177.0,227.0,70.0,1474.0,79.9,15.4,4.8
kansas,Russell County,0.6639999999999999,2544.0,454.0,150.0,3148.0,80.8,14.4,4.8
kansas,Saline County,0.34299999999999997,13367.0,6084.0,1755.0,21206.0,63.0,28.7,8.3
kansas,Scott County,0.742,1832.0,232.0,95.0,2159.0,84.9,10.7,4.4
kansas,Sedgwick County,0.19200000000000003,101319.0,66716.0,12715.0,180750.0,56.1,36.9,7.0
kansas,Seward County,0.324,3025.0,1491.0,227.0,4743.0,63.8,31.4,4.8
kansas,Shawnee County,0.027999999999999973,35349.0,33270.0,5029.0,73648.0,48.0,45.2,6.8
kansas,Sheridan County,0.778,1186.0,126.0,50.0,1362.0,87.1,9.3,3.7
kansas,Sherman County,0.6709999999999999,2043.0,340.0,154.0,2537.0,80.5,13.4,6.1
kansas,Smith County,0.666,1635.0,295.0,84.0,2014.0,81.2,14.6,4.1
kansas,Stafford County,0.627,1485.0,303.0,96.0,1884.0,78.8,16.1,5.1
kansas,Stanton County,0.6040000000000001,580.0,132.0,30.0,742.0,78.2,17.8,4.1
kansas,Stevens County,0.7280000000000001,1564.0,215.0,74.0,1853.0,84.4,11.6,3.9
kansas,Sumner County,0.5059999999999999,6844.0,2039.0,611.0,9494.0,72.1,21.5,6.4
kansas,Thomas County,0.6789999999999999,2832.0,467.0,184.0,3483.0,81.3,13.4,5.3
kansas,Trego County,0.698,1211.0,193.0,55.0,1459.0,83.0,13.2,3.8
kansas,Wabaunsee County,0.4749999999999999,2358.0,773.0,209.0,3340.0,70.6,23.1,6.3
kansas,Wallace County,0.855,711.0,45.0,23.0,779.0,91.3,5.8,2.9
kansas,Washington County,0.657,2136.0,378.0,163.0,2677.0,79.8,14.1,6.1
kansas,Wichita County,0.67,765.0,139.0,30.0,934.0,81.9,14.9,3.2
kansas,Wilson County,0.6310000000000001,2747.0,550.0,185.0,3482.0,78.9,15.8,5.3
kansas,Woodson County,0.559,1063.0,270.0,87.0,1420.0,74.9,19.0,6.1
kansas,Wyandotte County,-0.2909999999999999,15520.0,29346.0,2601.0,47467.0,32.7,61.8,5.4
kentucky,Adair County,0.645,6637.0,1323.0,271.0,8231.0,80.6,16.1,3.2
kentucky,Allen County,0.632,6466.0,1349.0,276.0,8091.0,79.9,16.7,3.5
kentucky,Anderson County,0.491,8242.0,2634.0,544.0,11420.0,72.2,23.1,4.8
kentucky,Ballard County,0.572,3161.0,816.0,124.0,4101.0,77.1,19.9,3.1
kentucky,Barren County,0.49800000000000005,13483.0,4275.0,725.0,18483.0,72.9,23.1,4.0
kentucky,Bath County,0.375,3082.0,1361.0,140.0,4583.0,67.2,29.7,3.0
kentucky,Bell County,0.622,7764.0,1720.0,234.0,9718.0,79.9,17.7,2.4
kentucky,Boone County,0.41800000000000004,39082.0,15026.0,3462.0,57570.0,67.9,26.1,6.0
kentucky,Bourbon County,0.316,5569.0,2791.0,435.0,8795.0,63.3,31.7,4.9
kentucky,Boyd County,0.37000000000000005,13591.0,6021.0,842.0,20454.0,66.4,29.4,4.1
kentucky,Boyle County,0.29,8040.0,4281.0,617.0,12938.0,62.1,33.1,4.8
kentucky,Bracken County,0.5690000000000001,2711.0,705.0,111.0,3527.0,76.9,20.0,3.1
kentucky,Breathitt County,0.428,3991.0,1537.0,207.0,5735.0,69.6,26.8,3.5
kentucky,Breckinridge County,0.5160000000000001,6484.0,1960.0,327.0,8771.0,73.9,22.3,3.7
kentucky,Bullitt County,0.49800000000000005,26210.0,8255.0,1589.0,36054.0,72.7,22.9,4.4
kentucky,Butler County,0.6240000000000001,4428.0,947.0,201.0,5576.0,79.4,17.0,3.6
kentucky,Caldwell County,0.543,4507.0,1260.0,208.0,5975.0,75.4,21.1,3.5
kentucky,Calloway County,0.3499999999999999,10367.0,4749.0,929.0,16045.0,64.6,29.6,5.8
kentucky,Campbell County,0.245,25050.0,14658.0,2781.0,42489.0,59.0,34.5,6.5
kentucky,Carlisle County,0.639,2094.0,432.0,75.0,2601.0,80.5,16.6,2.9
kentucky,Carroll County,0.3839999999999999,2588.0,1106.0,161.0,3855.0,67.1,28.7,4.2
kentucky,Carter County,0.5159999999999999,7587.0,2276.0,411.0,10274.0,73.8,22.2,4.1
kentucky,Casey County,0.7319999999999999,5482.0,767.0,190.0,6439.0,85.1,11.9,2.9
kentucky,Christian County,0.314,14108.0,7188.0,787.0,22083.0,63.9,32.5,3.5
kentucky,Clark County,0.37099999999999994,10710.0,4706.0,786.0,16202.0,66.1,29.0,4.9
kentucky,Clay County,0.755,5861.0,752.0,152.0,6765.0,86.6,11.1,2.2
kentucky,Clinton County,0.7310000000000001,3809.0,547.0,102.0,4458.0,85.4,12.3,2.2
kentucky,Crittenden County,0.662,3290.0,617.0,130.0,4037.0,81.5,15.3,3.2
kentucky,Cumberland County,0.6659999999999999,2502.0,459.0,105.0,3066.0,81.6,15.0,3.5
kentucky,Daviess County,0.322,28907.0,14163.0,2711.0,45781.0,63.1,30.9,6.0
kentucky,Edmonson County,0.602,4135.0,979.0,127.0,5241.0,78.9,18.7,2.4
kentucky,Elliott County,0.44199999999999995,2000.0,740.0,115.0,2855.0,70.1,25.9,4.0
kentucky,Estill County,0.5640000000000001,4236.0,1108.0,201.0,5545.0,76.4,20.0,3.5
kentucky,Fayette County,-0.09400000000000006,56890.0,69776.0,9573.0,136239.0,41.8,51.2,7.0
kentucky,Fleming County,0.54,4722.0,1348.0,187.0,6257.0,75.5,21.5,2.9
kentucky,Floyd County,0.48200000000000004,11993.0,4015.0,532.0,16540.0,72.5,24.3,3.2
kentucky,Franklin County,0.04600000000000001,11819.0,10717.0,1324.0,23860.0,49.5,44.9,5.5
kentucky,Fulton County,0.325,1549.0,774.0,59.0,2382.0,65.0,32.5,2.5
kentucky,Gallatin County,0.508,2443.0,749.0,145.0,3337.0,73.2,22.4,4.3
kentucky,Garrard County,0.584,5904.0,1453.0,262.0,7619.0,77.5,19.1,3.5
kentucky,Grant County,0.5609999999999999,7268.0,1910.0,378.0,9556.0,76.1,20.0,4.0
kentucky,Graves County,0.5650000000000001,12671.0,3308.0,613.0,16592.0,76.4,19.9,3.8
kentucky,Grayson County,0.5920000000000001,8219.0,1959.0,394.0,10572.0,77.7,18.5,3.7
kentucky,Green County,0.664,4372.0,832.0,129.0,5333.0,82.0,15.6,2.5
kentucky,Greenup County,0.455,11546.0,4146.0,581.0,16273.0,71.0,25.5,3.6
kentucky,Hancock County,0.35900000000000004,2788.0,1244.0,261.0,4293.0,64.9,29.0,6.0
kentucky,Hardin County,0.30200000000000005,26970.0,13944.0,2227.0,43141.0,62.5,32.3,5.2
kentucky,Harlan County,0.7210000000000001,9129.0,1372.0,256.0,10757.0,84.9,12.8,2.4
kentucky,Harrison County,0.43800000000000006,5435.0,2031.0,314.0,7780.0,69.9,26.1,4.1
kentucky,Hart County,0.49400000000000005,5320.0,1730.0,213.0,7263.0,73.2,23.8,2.8
kentucky,Henderson County,0.277,12159.0,6707.0,839.0,19705.0,61.7,34.0,4.3
kentucky,Henry County,0.436,4944.0,1828.0,373.0,7145.0,69.2,25.6,5.1
kentucky,Hickman County,0.56,1657.0,449.0,51.0,2157.0,76.8,20.8,2.4
kentucky,Hopkins County,0.5389999999999999,15277.0,4310.0,754.0,20341.0,75.1,21.2,3.7
kentucky,Jackson County,0.801,4889.0,482.0,129.0,5500.0,88.9,8.8,2.4
kentucky,Jefferson County,-0.13399999999999998,143758.0,190824.0,18352.0,352934.0,40.7,54.1,5.2
kentucky,Jessamine County,0.4000000000000001,15474.0,6144.0,1688.0,23306.0,66.4,26.4,7.3
kentucky,Johnson County,0.7090000000000001,8043.0,1250.0,279.0,9572.0,84.0,13.1,2.9
kentucky,Kenton County,0.26,42958.0,24213.0,4776.0,71947.0,59.7,33.7,6.7
kentucky,Knott County,0.5399999999999999,4357.0,1245.0,161.0,5763.0,75.6,21.6,2.8
kentucky,Knox County,0.6759999999999999,9885.0,1761.0,366.0,12012.0,82.3,14.7,3.0
kentucky,LaRue County,0.553,4799.0,1278.0,290.0,6367.0,75.4,20.1,4.5
kentucky,Laurel County,0.691,20592.0,3440.0,792.0,24824.0,83.0,13.9,3.3
kentucky,Lawrence County,0.6240000000000001,4816.0,1045.0,181.0,6042.0,79.7,17.3,3.0
kentucky,Lee County,0.6409999999999999,2151.0,444.0,72.0,2667.0,80.7,16.6,2.7
kentucky,Leslie County,0.805,4015.0,400.0,77.0,4492.0,89.4,8.9,1.7
kentucky,Letcher County,0.629,7293.0,1542.0,299.0,9134.0,79.8,16.9,3.2
kentucky,Lewis County,0.676,4363.0,785.0,150.0,5298.0,82.4,14.8,2.8
kentucky,Lincoln County,0.5720000000000001,7338.0,1865.0,358.0,9561.0,76.7,19.5,3.9
kentucky,Livingston County,0.5780000000000001,3570.0,887.0,186.0,4643.0,76.9,19.1,4.0
kentucky,Logan County,0.4610000000000001,7778.0,2755.0,366.0,10899.0,71.4,25.3,3.3
kentucky,Lyon County,0.44000000000000006,2789.0,1045.0,127.0,3961.0,70.4,26.4,3.3
kentucky,Madison County,0.31199999999999994,23431.0,11793.0,2112.0,37336.0,62.8,31.6,5.6
kentucky,Magoffin County,0.518,3824.0,1172.0,120.0,5116.0,74.7,22.9,2.4
kentucky,Marion County,0.30200000000000005,5122.0,2679.0,308.0,8109.0,63.2,33.0,3.8
kentucky,Marshall County,0.518,12322.0,3672.0,694.0,16688.0,73.8,22.0,4.2
kentucky,Martin County,0.7939999999999999,3503.0,363.0,87.0,3953.0,88.6,9.2,2.2
kentucky,Mason County,0.41200000000000003,4944.0,1970.0,302.0,7216.0,68.5,27.3,4.2
kentucky,McCracken County,0.37200000000000005,20774.0,9134.0,1386.0,31294.0,66.4,29.2,4.4
kentucky,McCreary County,0.753,5012.0,664.0,100.0,5776.0,86.8,11.5,1.7
kentucky,McLean County,0.524,3381.0,988.0,197.0,4566.0,74.0,21.6,4.3
kentucky,Meade County,0.46099999999999997,8660.0,3026.0,543.0,12229.0,70.8,24.7,4.4
kentucky,Menifee County,0.4709999999999999,2010.0,700.0,70.0,2780.0,72.3,25.2,2.4
kentucky,Mercer County,0.5049999999999999,7740.0,2395.0,449.0,10584.0,73.1,22.6,4.2
kentucky,Metcalfe County,0.5449999999999999,3491.0,976.0,152.0,4619.0,75.6,21.1,3.4
kentucky,Monroe County,0.737,4278.0,601.0,112.0,4991.0,85.7,12.0,2.3
kentucky,Montgomery County,0.4099999999999999,7856.0,3158.0,430.0,11444.0,68.6,27.6,3.8
kentucky,Morgan County,0.5499999999999999,3628.0,1006.0,136.0,4770.0,76.1,21.1,2.8
kentucky,Muhlenberg County,0.469,9393.0,3272.0,389.0,13054.0,72.0,25.1,3.0
kentucky,Nelson County,0.337,13430.0,6434.0,908.0,20772.0,64.7,31.0,4.4
kentucky,Nicholas County,0.41200000000000003,1957.0,787.0,96.0,2840.0,68.9,27.7,3.4
kentucky,Ohio County,0.5640000000000001,7942.0,2080.0,376.0,10398.0,76.4,20.0,3.6
kentucky,Oldham County,0.30999999999999994,20469.0,10268.0,2116.0,32853.0,62.3,31.3,6.4
kentucky,Owen County,0.537,3745.0,1062.0,192.0,4999.0,74.9,21.2,3.8
kentucky,Owsley County,0.6920000000000001,1474.0,256.0,29.0,1759.0,83.8,14.6,1.7
kentucky,Pendleton County,0.572,4604.0,1164.0,239.0,6007.0,76.6,19.4,3.9
kentucky,Perry County,0.57,8158.0,2136.0,278.0,10572.0,77.2,20.2,2.6
kentucky,Pike County,0.627,19740.0,4277.0,633.0,24650.0,80.1,17.4,2.6
kentucky,Powell County,0.452,3513.0,1272.0,172.0,4957.0,70.9,25.7,3.4
kentucky,Pulaski County,0.667,22900.0,4208.0,926.0,28034.0,81.7,15.0,3.4
kentucky,Robertson County,0.53,759.0,222.0,32.0,1013.0,74.9,21.9,3.2
kentucky,Rockcastle County,0.7020000000000001,5609.0,915.0,164.0,6688.0,83.9,13.7,2.4
kentucky,Rowan County,0.21200000000000002,5174.0,3295.0,373.0,8842.0,58.5,37.3,4.2
kentucky,Russell County,0.706,6863.0,1093.0,218.0,8174.0,84.0,13.4,2.7
kentucky,Scott County,0.304,15052.0,7713.0,1413.0,24178.0,62.3,31.9,5.9
kentucky,Shelby County,0.33599999999999997,13196.0,6276.0,1101.0,20573.0,64.1,30.5,5.4
kentucky,Simpson County,0.38900000000000007,5077.0,2144.0,308.0,7529.0,67.4,28.5,4.2
kentucky,Spencer County,0.5539999999999999,7196.0,1921.0,396.0,9513.0,75.6,20.2,4.2
kentucky,Taylor County,0.5099999999999999,8320.0,2553.0,431.0,11304.0,73.6,22.6,3.9
kentucky,Todd County,0.539,3612.0,1042.0,120.0,4774.0,75.7,21.8,2.5
kentucky,Trigg County,0.49599999999999994,4928.0,1587.0,230.0,6745.0,73.1,23.5,3.5
kentucky,Trimble County,0.5,2771.0,879.0,138.0,3788.0,73.2,23.2,3.6
kentucky,Union County,0.543,4701.0,1331.0,179.0,6211.0,75.7,21.4,2.9
kentucky,Warren County,0.24200000000000002,28673.0,16966.0,2797.0,48436.0,59.2,35.0,5.8
kentucky,Washington County,0.46099999999999997,4013.0,1420.0,197.0,5630.0,71.3,25.2,3.6
kentucky,Wayne County,0.618,6370.0,1431.0,190.0,7991.0,79.7,17.9,2.4
kentucky,Webster County,0.543,4397.0,1240.0,168.0,5805.0,75.7,21.4,2.9
kentucky,Whitley County,0.672,11312.0,2067.0,390.0,13769.0,82.2,15.0,2.8
kentucky,Wolfe County,0.39899999999999997,1804.0,753.0,78.0,2635.0,68.5,28.6,2.9
kentucky,Woodford County,0.20199999999999996,7697.0,4958.0,905.0,13560.0,56.8,36.6,6.7
louisiana,Acadia Parish,0.567,21159.0,5638.0,589.0,27386.0,77.3,20.6,2.0
louisiana,Allen Parish,0.515,6867.0,2106.0,272.0,9245.0,74.3,22.8,2.9
louisiana,Ascension Parish,0.35999999999999993,36135.0,16471.0,2057.0,54663.0,66.1,30.1,3.9
louisiana,Assumption Parish,0.255,6714.0,3931.0,259.0,10904.0,61.6,36.1,2.3
